company_number,company_name,company_status,company_type,date_of_creation,date_of_cessation,sic_codes,postcode,has_charges,has_been_liquidated,n_officers_total,n_officers_active,n_filings_total,n_filings_year1
07284623,GEMINI RETAIL GROUP WORLDWIDE PLC,dissolved,plc,2010-06-15,2010-11-02,,DN6 8DA,False,False,5,2,10,10
07293081,GET ECOLOGIC PLC,dissolved,plc,2010-06-23,2013-01-15,['7487'],CV8 1LL,False,False,3,2,7,2
07291490,ZAIN CAPITAL INVESTMENTS PLC,dissolved,plc,2010-06-22,2013-07-16,['64303'],B67 6AQ,False,False,7,3,18,5
07302842,UNISCORE PLC,dissolved,plc,2010-07-02,2014-07-22,['5242'],EC1V 9BP,False,False,3,3,17,7
07299396,NIP SERVICE GROUP PLC,dissolved,plc,2010-06-29,2012-02-07,,W1U 6TY,False,False,3,3,3,1
07303597,MCKENZIE & GANNON PLC,dissolved,plc,2010-07-05,2012-10-16,['7430'],TS23 1JL,False,False,8,2,23,20
07303448,INTERNATIONAL DEVELOPMENT CORPORATION PLC,dissolved,plc,2010-07-02,2012-07-24,['7414'],N1 1DW,False,False,3,3,4,1
07299651,THEPSILON TRIBE PLC,dissolved,plc,2010-06-30,2013-04-16,['9999'],E14 9YT,False,False,5,3,7,2
07320838,OPM INVESTMENTS PLC,dissolved,plc,2010-07-20,2012-02-28,,M1 4HA,False,False,5,2,10,8
07321955,ACTYVNET PLC,dissolved,plc,2010-07-21,2012-05-15,['7487'],CM2 6JB,False,False,3,2,6,1
07331888,LUDWIG ENVIRONMENTAL PLC,dissolved,plc,2010-07-30,2012-11-13,['7487'],W1S 1HU,True,False,7,3,20,15
07334432,SIMEXCO PLC,dissolved,plc,2010-08-03,2011-11-08,,UB6 8NZ,False,False,3,2,6,5
07353656,FAYSHAZ PLC,dissolved,plc,2010-08-23,2011-05-03,,B928AT,False,False,3,3,4,4
07369066,BERAC PLC,dissolved,plc,2010-09-08,2013-10-15,['56101'],SW3 6NR,False,False,4,3,16,6
07370158,SP8-GROUP.COM PLC,dissolved,plc,2010-09-08,2012-04-24,,BD1 1SQ,False,False,3,3,4,2
07381716,LEMNOS PLC,dissolved,plc,2010-09-20,2013-01-17,['7487'],EC3A 7NH,True,False,4,4,16,6
07379739,FORESIGHT CLEARWATER VCT 4 PLC,dissolved,plc,2010-09-17,2012-02-21,,TN13 1DU,False,False,4,4,4,1
07390093,BARON FINANCIAL PLC,dissolved,plc,2010-09-28,2012-07-10,,TR4 8UN,False,False,3,1,8,3
07153044,INTERNATIONAL GUARANTEES PLC,dissolved,plc,2010-02-10,2011-09-20,,N16 0LA,False,False,3,2,5,3
07182103,BERKELEY MEDIA PLC,dissolved,plc,2010-03-09,2012-03-27,['9999'],HA4 0EJ,False,False,4,4,4,1
07207503,ILLIQUID ASSETS EXCHANGE PLC,dissolved,plc,2010-03-30,2014-08-12,['82990'],WC1H 9BQ,False,False,7,4,19,9
07219041,IDEGRA PLC,dissolved,plc,2010-04-09,2012-11-20,['7460'],BR7 6LH,False,False,4,2,10,3
07222547,ALPHA SOLARPOWER PLC,dissolved,plc,2010-04-13,2011-11-22,,NW11 9PT,False,False,3,3,3,1
07218485,AURIUS CAPITAL PLC,dissolved,plc,2010-04-09,2013-05-14,['70229'],SW19 2RD,False,False,4,4,7,2
07246215,BLANK MARKETING PLC,dissolved,plc,2010-05-07,2011-12-27,,E14 5LQ,False,False,5,4,6,3
07254443,NORTH CHINA INDUSTRIAL PLC,dissolved,plc,2010-05-14,2011-11-22,,M3 3EB,False,False,5,1,13,8
SC381907,MORGAN BARCLAY PLC,dissolved,plc,2010-07-13,2012-02-24,,EH3 9HA,False,False,3,3,3,1
07177933,GREENLEAF GLOBAL PLC,dissolved,plc,2010-03-04,2024-10-15,['7032'],BR6 0JA,False,True,5,4,27,5
07445404,LONDON COMMODITY EXCHANGE PLC,dissolved,plc,2010-11-19,2025-03-25,['99999'],CF14 8LH,False,False,17,3,92,1
07422554,HALCYON HOTELS AND RESORTS PLC,dissolved,plc,2010-10-28,2025-10-07,['55100'],BH24 1DH,False,False,10,5,123,8
07277103,LANDBANK REAL ESTATE SYNDICATION UK PLC,dissolved,plc,2010-06-08,2018-05-22,['74990'],RG7 8NN,False,False,3,3,24,1
07277936,THE  P & A GROUP  OF COMPANIES PLC,dissolved,plc,2010-06-08,2016-04-19,['74990'],S3 7BS,False,False,3,3,26,2
07287597,GARRIS PLC,dissolved,plc,2010-06-17,2015-02-24,['70229'],W1J 6BD,False,False,6,3,33,11
07298511,MR NEVILLE JOHNSON (THE SUN GIRLSX 1560) X TENNYSON TLCJ (B10 8HA) UK PLC,dissolved,plc,2010-06-29,2015-04-21,['82990'],B75 7LN,False,False,3,3,16,1
07317194,GOLDEN CROWN FINANCE PLC,dissolved,plc,2010-07-16,2023-05-23,"['64999', '70221']",W1B 3BS,False,False,7,3,35,8
07364340,CONSOLIDATED ENERGY PLC,dissolved,plc,2010-09-02,2014-10-14,['74990'],SW1E 6PA,False,False,3,3,10,1
07409681,LE CHAMEAU GROUP PLC,dissolved,plc,2010-10-15,2023-11-22,['64209'],WC2N 6JU,True,False,10,0,66,12
07420111,BOTANIEX PLC,dissolved,plc,2010-10-27,2015-09-17,['82990'],EC4A 1BR,False,True,4,3,29,8
07206577,LONDON ENERGY CAPITAL PLC,dissolved,plc,2010-03-29,2015-04-07,['74909'],CM13 3BE,False,False,3,3,21,1
07206153,VINTRY PLC,dissolved,plc,2010-03-29,2022-02-15,"['74990', '99999']",SK4 2LP,False,False,11,1,53,1
07214649,UMAL PLC,dissolved,plc,2010-04-07,2017-09-12,['82990'],HA9 0NP,False,False,3,3,20,3
07125906,SILK ROAD FINANCE NUMBER ONE PLC,dissolved,plc,2010-01-14,2018-07-09,['82990'],EC4A 3TR,True,False,6,4,38,6
07127130,RISING STAR MEDIA PLC,dissolved,plc,2010-01-15,2023-01-24,['96090'],EC4V 6BJ,True,True,8,4,54,13
07128114,MR NEVILLE A. JOHNSON LLB (SWIFT ADVANCES) UK PLC,dissolved,plc,2010-01-18,2015-02-17,['82990'],B75 7LN,False,False,3,3,19,3
07120791,BLUEBIRD TRANSPORT & TOURISM SERVICES PLC,dissolved,plc,2010-01-09,2013-08-20,['49390'],BN3 5DQ,False,False,4,4,11,2
07120952,GLOBALM-GROUP PLC,dissolved,plc,2010-01-09,2013-04-16,['70100'],EC1V 4PW,False,False,8,1,31,16
07123402,STOKES THE GREENGROCERS PLC,dissolved,plc,2010-01-12,2011-08-23,,BS2 0YH,False,False,3,3,3,1
07127626,STANDARD ACQUISITION SPV PLC,dissolved,plc,2010-01-16,2011-08-02,['7487'],SW1E 6PE,False,False,12,3,30,25
07130711,PREFORIO PLC,dissolved,plc,2010-01-20,2011-09-27,,TR4 8UN,False,False,3,3,4,1
07130485,HACKUNUSEDCO NO.5 PLC,dissolved,plc,2010-01-20,2010-09-07,,EC2Y 8HQ,False,False,3,3,6,6
07139045,GUUKO PLC,dissolved,plc,2010-01-28,2011-09-06,,W1B 3HH,False,False,4,3,6,4
07147957,WINMAX CAPITAL PLC,dissolved,plc,2010-02-05,2014-05-20,['70100'],HU1 2ED,False,False,4,0,24,6
07153002,INTERNATIONAL CORPORATE INVESTMENT HOLDINGS PLC,dissolved,plc,2010-02-10,2012-09-18,['7415'],SK11 7QJ,False,False,5,5,9,2
07157563,GENERAL AUDIO CONTRACTING PLC,dissolved,plc,2010-02-15,2014-05-06,['99999'],CT17 0HL,False,False,3,3,14,2
07163561,GS FIVE PLC,dissolved,plc,2010-02-19,2011-07-26,['7499'],EC4R 0HH,False,False,21,2,56,52
07162425,CORDON  SECURITY PLC,dissolved,plc,2010-02-18,2011-09-27,,EC3A 7PT,False,False,4,3,9,7
07165047,ROCKEFELLER PRIVATE EQUITY PLC,dissolved,plc,2010-02-22,2013-01-08,['64999'],SW1P 1SB,False,False,3,3,13,5
07165032,ROCKEFELLER FINANCE PLC,dissolved,plc,2010-02-22,2013-01-08,['64999'],SW1P 1SB,False,False,3,3,13,4
07171979,SPORTS PERSONALITY INVESTMENT PARTNERS PLC,dissolved,plc,2010-03-01,2011-12-27,['7499'],W1G 9RU,False,False,4,3,8,1
07179174,TOMLIN & VINCENT PLC,dissolved,plc,2010-03-05,2012-10-16,['9305'],HA7 1JS,False,False,5,2,12,8
07197102,INFINITY 5000 PLC,dissolved,plc,2010-03-22,2011-11-08,,N16 6XZ,False,False,3,3,3,1
07208016,BENEDICT AND CADBURY PLC,dissolved,plc,2010-03-30,2011-11-15,,W1J 7JY,False,False,3,3,3,1
07210173,MAC COMMERCIAL SOLUTIONS PLC,dissolved,plc,2010-03-31,2012-08-21,['9999'],B73 5UB,False,False,3,3,6,1
07210192,MAC RECRUITMENT SOLUTIONS PLC,dissolved,plc,2010-03-31,2012-08-21,['9999'],B73 5UB,False,False,3,3,6,1
07219477,AMBA RARE EARTH PLC,dissolved,plc,2010-04-11,2012-01-17,['1320'],E1 6DY,False,False,4,3,7,1
07219182,ORANGE YELLOW GREEN PLC,dissolved,plc,2010-04-09,2010-11-23,,BS1 6BU,False,False,8,3,16,16
07228155,MGM GOLD MINING PLC,dissolved,plc,2010-04-20,2014-07-15,['07290'],W1J 6BD,False,False,16,4,55,25
07231126,KEY ID PLC,dissolved,plc,2010-04-21,2011-11-29,,N16 6XZ,False,False,3,3,3,1
07231333,ID INFINITY PLC,dissolved,plc,2010-04-22,2011-11-29,,N16 6XZ,False,False,3,3,3,1
07246706,PRODUCED WATER SOLUTIONS PLC,dissolved,plc,2010-05-07,2014-08-05,['36000'],WC1N 2BP,False,False,9,2,35,19
07242999,EDEN TOPCO PLC,dissolved,plc,2010-05-04,2011-08-09,,RG2 6UB,False,False,7,4,14,13
07247807,THE CHURCHILL LEADERSHIP ACADEMY PLC,dissolved,plc,2010-05-10,2011-12-27,,N16 6XZ,False,False,3,3,3,1
07248627,CONTINENTAL VERWALTUNGS (AG) PLC,dissolved,plc,2010-05-10,2011-12-27,,CT20 2RD,False,False,4,2,8,6
07248123,ENERCORE PLC,dissolved,plc,2010-05-10,2014-06-24,['19209'],B5 7AA,False,False,4,3,18,4
07256625,MERCOM CAPITAL PLC,dissolved,plc,2010-05-18,2012-10-16,['7499'],KT23 3PB,False,False,6,2,21,2
07258194,DIXIE WORLDWIDE PRODUCTIONS PLC,dissolved,plc,2010-05-19,2012-01-24,,EC3N 2SG,False,False,3,1,5,2
07267785,FUTURE PRODUCTION SERVICES SEVEN PLC,dissolved,plc,2010-05-27,2013-10-15,['59111'],W1S 3AG,False,False,5,3,13,3
07270068,JATET PETRO TECHNOLOGY PUBLIC LIMITED COMPANY,dissolved,plc,2010-06-01,2012-03-06,,EC4R 2RU,False,False,5,2,14,11
07270574,PURE BIOGAS SOLUTIONS PLC,dissolved,plc,2010-06-01,2012-01-10,,KT10 9AD,False,False,8,2,22,20
07274906,ELECTRUM MINING RESOURCES PLC,dissolved,plc,2010-06-07,2014-07-15,['99999'],KT10 9AD,False,False,11,4,49,22
07281422,HIPPOCAMPUS PLC,dissolved,plc,2010-06-11,2011-08-02,,SG4 0TY,False,False,3,3,6,5
07284045,ACTIV8 SPORTSWEAR RETAIL PLC,dissolved,plc,2010-06-14,2010-11-02,,DN6 8DA,False,False,5,2,10,10
07283954,IMTL PLC,dissolved,plc,2010-06-14,2010-12-21,,CV37 0NS,False,False,3,3,4,4
07287000,SOCKATYES GLOBAL PLC,dissolved,plc,2010-06-16,2012-01-31,,B12 0NS,False,False,3,3,4,2
07303514,CURTIS BANKS GROUP PLC,dissolved,plc,2010-07-02,2012-06-05,['9999'],BS1 4UX,False,False,3,3,6,1
07310820,DUALINVEST RESIDENTIAL INCOME PLC,dissolved,plc,2010-07-12,2013-02-12,['68100'],NW3 6HY,False,False,4,4,9,2
07325243,GB HOMEBUYERS PLC,dissolved,plc,2010-07-26,2012-10-09,['7012'],B6 6HT,False,False,8,5,16,10
07339042,SEVEN HOMES MIDLANDS PLC,dissolved,plc,2010-08-06,2013-07-09,['41100'],B3 3BD,False,False,6,3,16,4
07340103,C L J COMPUTER SOLUTIONS PLC,dissolved,plc,2010-08-09,2010-12-21,,DE55 1LY,False,False,3,3,4,4
07344750,EUROPEAN WASTE TO ENERGY PLC,dissolved,plc,2010-08-12,2012-03-27,,SW1A 1JD,False,False,3,3,3,1
07342402,SAMENRICO PLC,dissolved,plc,2010-08-11,2013-06-25,['7487'],E1W 1AW,False,False,3,3,12,1
07358084,QUESTCAN PHARMACEUTICALS PLC,dissolved,plc,2010-08-26,2013-06-11,['2442'],B13 8EH,False,False,5,3,13,2
07364605,EUROPEXECUTIVE PLC,dissolved,plc,2010-09-03,2012-04-24,,EN5 1NZ,False,False,3,2,4,2
07368160,RAINPURE WATER PLC,dissolved,plc,2010-09-07,2012-09-18,['7415'],EC1V 4PW,False,False,4,4,13,9
07374089,ZAHRA MODELS PLC,dissolved,plc,2010-09-13,2012-06-19,,B28 9HH,False,False,3,1,6,3
07374967,TURBO FINANCE PLC,dissolved,plc,2010-09-14,2014-04-15,['64999'],SE1 9SG,True,False,4,4,20,8
07373117,SEJONG INVESTMENTS PLC,dissolved,plc,2010-09-13,2012-12-04,['7415'],EC1V 4PW,False,False,5,4,18,10
07379698,FORESIGHT CLEARWATER VCT 3 PLC,dissolved,plc,2010-09-17,2012-02-21,,TN13 1DU,False,False,4,4,4,1
07385223,VERTINUM CAPITAL EUROPE PLC,dissolved,plc,2010-09-23,2012-05-01,,SW8 5NA,False,False,3,3,5,3
07396163,DESNA FINANCE PUBLIC LIMITED COMPANY,dissolved,plc,2010-10-04,2012-04-03,['64999'],EC2N 2DB,False,False,3,3,6,2
07395150,MBD INACTIVE PUBLIC LIMITED COMPANY,dissolved,plc,2010-10-04,2014-01-14,['99999'],NW1 5SD,False,False,7,3,20,3
07407655,DIRECT (INTERNATIONAL SECURITIES) PLC,dissolved,plc,2010-10-14,2013-11-12,['55100'],E2 8DD,False,False,9,1,25,11
07407712,WORLD ENERGY HOLDINGS & RESEARCH PLC,dissolved,plc,2010-10-14,2013-06-18,,EC2R 8AB,False,False,8,3,25,21
07414572,PINPINHAO FOODS PLC,dissolved,plc,2010-10-21,2011-11-08,,M2 4WU,False,False,3,1,8,7
07409718,REMOTE SECURITY PLC,dissolved,plc,2010-10-15,2012-10-30,['70100'],EC1V 4PW,False,False,4,4,13,10
07419921,INTEGRATION FACES PLC,dissolved,plc,2010-10-26,2012-03-06,,RG7 8NN,False,False,3,3,5,2
07425466,BUSINESS TRADING PARTNERS GROUPE PLC,dissolved,plc,2010-11-01,2014-06-10,['99999'],DN6 8DA,False,False,4,3,10,1
07426969,NORTH SEA INVEST PLC,dissolved,plc,2010-11-02,2013-01-15,['08990'],N12 0DR,False,False,3,3,4,1
07434491,R MINUS PLC,dissolved,plc,2010-11-09,2013-08-20,['7414'],E3 2SJ,False,False,4,3,11,8
07437155,CLEAN FUTURE VCT NO 1 PLC,dissolved,plc,2010-11-11,2012-02-14,,WI5 3AG,False,False,7,4,19,18
07436711,NICHENETMARKETING PLC,dissolved,plc,2010-11-11,2012-06-26,,TR4 8UN,False,False,4,2,7,4
07440338,MERCHANT CAPITAL PUB REALISATIONS NO. 1 PLC,dissolved,plc,2010-11-15,2012-11-27,['68100'],NW1 3ER,False,False,3,2,5,1
07458695,HOLLYSQUARE PLC,dissolved,plc,2010-12-02,2012-04-10,,EC4A 3AE,False,False,3,3,5,2
07457587,TORNADO AIR PLC,dissolved,plc,2010-12-02,2012-12-18,['70100'],EC1V 4PW,False,False,4,4,14,11
07460093,LODA GEARS PLC,dissolved,plc,2010-12-03,2012-07-24,,NW2 4ET,False,False,3,3,3,1
07473233,BLUE PEARL INTERNATIONAL ENERGY HOLDING PLC,dissolved,plc,2010-12-17,2013-06-25,['35110'],WC2R 2PN,False,False,4,1,8,1
07475594,LIREFA PROTECTION PLC,dissolved,plc,2010-12-21,2013-07-30,['70229'],CV8 2GY,False,False,6,3,22,11
07475681,SS INNOVATIONS PLC,dissolved,plc,2010-12-21,2012-08-07,,W1S 1YH,False,False,3,3,3,1
07477757,MOTION PLAY PLC,dissolved,plc,2010-12-23,2013-01-08,['59131'],E1 6DY,False,False,6,4,14,11
07428692,STRACKALINE PLC,dissolved,plc,2010-11-03,2013-01-15,['74909'],SE1 3PR,False,False,5,2,13,6
07433020,PRE INITIAL PUBLIC OFFERINGS EXCHANGE PLC,dissolved,plc,2010-11-08,2011-11-15,,WC1H 9BQ,False,False,3,0,7,6
07439786,SOCIETE ANGLAISE DE COMMERCE INTERNATIONALE PLC,dissolved,plc,2010-11-15,2013-01-29,,CT17  0HL,False,False,3,3,6,1
07454435,SPV SERVICES NO.4 PLC,dissolved,plc,2010-11-29,2011-11-29,,EC4N 7HE,False,False,4,4,4,4
07466426,CANTONI INTERNATIONAL PLC,dissolved,plc,2010-12-10,2014-01-14,['99999'],PO19 8FX,False,False,7,2,18,9
07475610,GLOBAL I-CARE PLC,dissolved,plc,2010-12-21,2013-06-25,"['62020', '62090']",KT10 9AD,False,False,5,3,24,12
07475346,RESIDENTIAL PROPERTY TRADING PLC,dissolved,plc,2010-12-21,2013-10-22,['68100'],SE1 2YS,False,False,5,1,16,6
07479048,INTEGRAL BIOENERGIES SYSTEMS CORP PLC,dissolved,plc,2010-12-29,2012-08-07,,N12 0DR,False,False,3,3,3,1
07243884,ML ENERGY PLC,dissolved,plc,2010-05-05,2011-09-27,,B37 7BF,False,False,4,4,5,2
07258083,CONTINENTAL VERWALTUNGSGESELLSCHAFT PLC,dissolved,plc,2010-05-19,2011-12-27,,CT20 2RD,False,False,4,4,6,4
07260804,GLOBAL WORLD PAY PLC,dissolved,plc,2010-05-21,2011-12-27,,W1S 1JY,False,False,3,3,3,1
07287461,IMUTL PLC,dissolved,plc,2010-06-17,2010-12-21,,CV37 0NS,False,False,3,3,6,6
07288390,ILEAD INTERACTIVE PLC,dissolved,plc,2010-06-17,2012-01-31,,EC3N 2SG,False,False,3,2,7,5
07292131,EOR PLC,dissolved,plc,2010-06-22,2012-01-31,,LL12 0SJ,False,False,3,1,5,3
07297661,ASD OPERATIONS PLC,dissolved,plc,2010-06-28,2011-12-06,,EC3N 2AA,False,False,3,3,7,4
07869057,IQ PROPERTY DEVELOPMENT CONSTRUCTION LIMITED,active,ltd,2011-12-02,,['68320'],SE1 0BL,False,False,2,1,57,2
NI607349,COLLINS CONTRACTS LTD,active,ltd,2011-05-10,,"['41202', '42990']",BT78 1TL,False,False,2,1,49,1
07628847,KCP CONSULTANCY SERVICES LTD,active,ltd,2011-05-10,,['70229'],B45 8FQ,False,False,1,1,37,1
07757509,ANDREW CLARK AGENCIES LIMITED,active,ltd,2011-08-31,,['46180'],PO5 3AY,False,False,1,1,30,1
07728424,TESS VAN GHERT LONDON LTD,active,ltd,2011-08-03,,['47190'],SW10 0UN,False,False,2,2,50,1
07634734,RVR MANAGEMENT LIMITED,active,ltd,2011-05-16,,['62090'],NN3 6RP,False,False,3,3,31,1
07624429,FINCHLEY GLASS LTD,active,ltd,2011-05-06,,['47520'],N3 1LP,False,False,2,1,37,4
07871912,E Z HOMEWARE LIMITED,active,ltd,2011-12-06,,['47190'],LE2 0QR,False,False,2,2,35,3
07860086,ARDEN GREEN MANAGEMENT LIMITED,active,ltd,2011-11-24,,"['70221', '70229']",BN21 4PT,False,False,4,1,53,6
07843748,TOC WASTE RECYCLING LIMITED,active,ltd,2011-11-11,,['74990'],LU2 8DL,False,False,2,1,31,3
07587317,QSP.SW. LTD,active,ltd,2011-04-01,,['43310'],TR8 4UX,False,False,4,2,44,5
07621277,R G WATTS CONSULTING LIMITED,active,ltd,2011-05-04,,['74909'],CR0 1XU,False,False,1,1,32,2
07539006,A D SAFETY FIRST LIMITED,active,ltd,2011-02-22,,['96090'],DN12 2EW,False,False,2,1,32,1
07795851,DEFINITIVE AUDIO VISUAL LIMITED,active,ltd,2011-10-03,,['71129'],HP5 1PE,False,False,2,1,42,2
07703631,MUNCO FP LIMITED,active,ltd,2011-07-13,,['46320'],SM4 5PQ,False,False,1,1,29,2
SC412238,JOHN ALEXANDER ENGINEERING LTD,active,ltd,2011-11-29,,['71129'],KA1 2SF,False,False,1,1,28,1
07839224,WE LOVE HOLIDAYS LIMITED,active,ltd,2011-11-08,,['79110'],W6 8DA,False,False,7,3,59,4
07533593,GLOBAL TRACK LIMITED,active,ltd,2011-02-17,,['61900'],E3 4JJ,False,False,6,1,48,5
SC407447,ROCKTOWN LIMITED,active,ltd,2011-09-14,,['43999'],G76 7HU,False,False,3,1,34,5
07580786,JCA SCHOOL SUPPORT LIMITED,active,ltd,2011-03-28,,['69201'],CR5 3JF,False,False,1,1,31,1
SC396770,ORIGIN POINT LIMITED,active,ltd,2011-03-31,,['71121'],AB41 6HA,False,False,2,2,34,2
07749163,HARTWOOD FLOORS LIMITED,active,ltd,2011-08-23,,['47530'],IP1 4JR,False,False,4,1,43,8
07701119,PATCHWORK VENTURES LIMITED,active,ltd,2011-07-12,,['70229'],BA1 2PA,False,False,2,2,34,2
07733462,CLP DERBY LTD,active,ltd,2011-08-09,,['87300'],DE24 0JT,False,False,1,1,34,1
07782383,DMZ INVESTMENTS LIMITED,active,ltd,2011-09-21,,"['68209', '86230']",B94 5SE,False,False,2,1,40,6
07628156,COMPARETHECOFFIN.COM LIMITED,active,ltd,2011-05-10,,['96030'],HA1 2AW,False,False,1,1,31,1
07674197,TEA DROP UK LTD,active,ltd,2011-06-20,,['56290'],WA3 5QX,False,False,4,1,43,1
07610775,SIMPLICITY IDEAS LIMITED,active,ltd,2011-04-20,,['63990'],CR0 3SW,False,False,2,2,34,1
07871594,KATMAI LTD,active,ltd,2011-12-05,,"['58190', '64999', '66120']",EC1V 2NX,False,False,4,2,50,6
07606509,TAWAKAL FOODS INTERNATIONAL LTD,active,ltd,2011-04-15,,['46190'],N15 5NG,False,False,3,1,35,4
07870180,TITANTEX LIMITED,active,ltd,2011-12-05,,['47510'],ME8 7RG,False,False,2,2,35,1
07749763,CVMINDER LIMITED,active,ltd,2011-08-23,,['99999'],ME4 6AE,False,False,2,2,30,1
07621006,CITY & SUBURBAN PARKING LIMITED,active,ltd,2011-05-04,,['99999'],WD18 8AJ,False,False,4,2,47,4
07632253,FIZZY TARTE LTD,active,ltd,2011-05-12,,['99999'],LA12 8AX,False,False,4,3,40,1
07540939,DALSTON LAUNDRY LIMITED,active,ltd,2011-02-24,,['96010'],E8 1NH,False,False,2,1,34,3
07890616,DR D W PRYCE LTD,active,ltd,2011-12-22,,['86900'],TA1 2PX,False,False,2,2,34,1
07620935,ATL SAFETY LIMITED,active,ltd,2011-05-04,,['74901'],IG10 4LG,False,False,2,2,41,1
07628820,DNI GERMAN HOLDINGS I LIMITED,active,ltd,2011-05-10,,['64209'],W4 5YB,False,False,8,2,57,11
SC401104,DOCTORS HOUSE LTD.,active,ltd,2011-06-07,,['86101'],EH15 3EU,False,False,2,2,37,3
07753010,HAUCK AUFHAUSER IB LIMITED,active,ltd,2011-08-25,,['64999'],W1W 7LT,False,False,5,1,59,2
07701975,DNI GERMAN HOLDINGS II LIMITED,active,ltd,2011-07-12,,['64209'],W4 5YB,False,False,8,2,57,11
07576282,NEIL MENEAR WEALTH MANAGEMENT LIMITED,active,ltd,2011-03-24,,['70221'],CH41 5AT,False,False,5,1,49,9
07879966,PLANET ICE (SKYDOME) LIMITED,active,ltd,2011-12-13,,['68209'],WS14 0BG,False,False,3,1,40,4
SC399492,GEOSURV LIMITED,active,ltd,2011-05-13,,"['71122', '74909']",G2 2QZ,False,False,2,1,38,3
07763516,VINOTOPIA LTD,active,ltd,2011-09-06,,['47250'],GL6 0BS,False,False,5,2,50,5
07809514,RAE SERVICES (ENGINEERING) LIMITED,active,ltd,2011-10-13,,"['33120', '43120']",RH1 5BX,False,False,3,2,35,6
07702906,CALVERHAY MANAGEMENT LIMITED,active,ltd,2011-07-13,,['98000'],ST11 9JL,False,False,7,3,47,1
07718145,COMPLETE FREEDOM MOBILITY LTD,active,ltd,2011-07-26,,['96090'],S40 1LQ,False,False,2,2,44,7
07485701,STRATEGIC ENERGY CONSULTING LTD,active,ltd,2011-01-07,,['70229'],LA1 1ET,False,False,7,2,59,11
07616911,MECHALAB LTD,active,ltd,2011-04-28,,"['62090', '71122']",BN26 6EA,False,False,1,1,38,3
07634072,ICLICK SOLUTIONS LIMITED,active,ltd,2011-05-13,,['73110'],CH41 1LD,False,False,1,1,33,1
07546402,PREACH GROUP LTD,active,ltd,2011-03-01,,['73110'],EC1V 2NX,False,False,1,1,43,1
07584520,RANDOLPH WILCOX LTD,active,ltd,2011-03-30,,['59113'],HA1 1RA,False,False,1,1,35,1
07537750,RETINA CARE LTD,active,ltd,2011-02-22,,['86220'],DE1 2GJ,False,False,2,2,53,1
07867026,SHONEY (SEONAIDH) WIND LIMITED,active,ltd,2011-12-01,,['70229'],NE33 2QA,False,False,1,1,52,2
07625614,CLIFTON BOUTIQUE BATHROOMS LIMITED,active,ltd,2011-05-06,,['47789'],BA1 1LB,False,False,2,2,36,1
07555838,TECHNICAL TRAINING SOLUTIONS LIMITED,active,ltd,2011-03-08,,['85590'],ME2 4NZ,False,False,4,1,63,3
07635808,ROWAN HOMES (NHH) LTD,active,ltd,2011-05-16,,['98000'],SG6 1HA,False,False,27,2,83,2
07643049,SKIN RICH LIMITED,active,ltd,2011-05-23,,['96090'],SW13 0NY,False,False,2,1,35,1
NI610474,SMYTH & GIBSON INVESTMENTS LIMITED,active,ltd,2011-12-21,,['64209'],BT42 4QJ,False,False,4,1,38,1
07619667,IAN ANKERS ARCHITECTURE LIMITED,active,ltd,2011-05-03,,['71111'],SK11 0RP,False,False,2,1,41,3
07632991,DALFOUR LTD,active,ltd,2011-05-13,,['41202'],BB18 5SN,False,False,1,1,47,1
07693598,STUART HUMPHREYS CARPENTRY LIMITED,active,ltd,2011-07-05,,['43320'],ME6 5HF,False,False,4,3,36,9
NI606783,BRAMBLE SYSTEMS LTD,active,ltd,2011-03-25,,['62012'],BT37 0LA,False,False,2,2,32,1
07785431,JONAT CONSULTING LIMITED,active,ltd,2011-09-23,,['68209'],HG2 7DL,False,False,1,1,44,2
07584963,DESIGN A HEAD LIMITED,active,ltd,2011-03-30,,['96020'],TN9 1SA,False,False,3,2,39,1
07846794,SECURUS CAPITAL LIMITED,active,ltd,2011-11-14,,['82990'],M3 2PJ,False,False,2,1,30,3
07625310,CAMERON LONG PARTNERSHIP LIMITED,active,ltd,2011-05-06,,"['66290', '78109']",PL30 4DR,False,False,2,2,34,1
07841146,ABC FLOORING (UK) LIMITED,active,ltd,2011-11-09,,['43330'],NG8 3FH,False,False,2,1,35,2
07632651,NETCHIMP LIMITED,active,ltd,2011-05-12,,['74100'],YO19 4RH,False,False,2,1,49,1
SC399188,HMS FINANCIAL LIMITED,active,ltd,2011-05-10,,['66290'],TD14 5SH,False,False,1,1,32,1
07844088,PRIORITY ASSET MANAGEMENT LIMITED,active,ltd,2011-11-11,,['68320'],TN1 2EP,False,False,3,3,37,1
07844079,PRIORITY REAL ESTATE LIMITED,active,ltd,2011-11-11,,"['41100', '68100']",TN1 2EP,False,False,3,3,37,1
07617184,DTS MEDIA AND MARKETING LTD,active,ltd,2011-04-28,,['99999'],CO2 8HF,False,False,2,2,47,1
07576237,BLAXTON MANAGEMENT LIMITED,active,ltd,2011-03-24,,"['70221', '70229']",NE16 3AS,False,False,1,1,32,1
07737635,CREWE HOTEL TRADING LIMITED,active,ltd,2011-08-11,,['55100'],S43 4TD,False,False,8,2,78,14
07646393,SFEDI AWARDS LTD,active,ltd,2011-05-24,,['74909'],DL1 5SF,False,False,2,2,37,3
