company_number,company_name,company_status,company_type,date_of_creation,date_of_cessation,sic_codes,postcode,has_charges,has_been_liquidated,n_officers_total,n_officers_active,n_filings_total,n_filings_year1
08352822,SOLARGY POWER SYSTEMS PLC,dissolved,plc,2013-01-09,2014-08-19,,W1B 3HH,False,False,3,3,3,1
08355809,BIOGAS FEEDSTOCK RESEARCH PLC,dissolved,plc,2013-01-10,2014-05-27,,ME16 8RA,False,False,3,3,6,2
08363090,WINE ENERGY PLC,dissolved,plc,2013-01-16,2014-08-26,,CV1 4AQ,False,False,4,3,6,4
08462246,NEW LOOK BONDCO II PLC,dissolved,plc,2013-03-26,2014-06-17,,SO15 2AT,False,True,6,5,14,13
08494453,EARTHWORM CONSTRUCTION PLC,dissolved,plc,2013-04-18,2014-05-27,,N11 4NS,False,False,3,2,11,10
08530585,EQUINITI BONDCO PLC,dissolved,plc,2013-05-15,2014-01-14,,BN99 6DA,False,False,5,5,7,7
08521556,BLACKBRIDGE CAPITAL PLC,dissolved,plc,2013-05-09,2014-07-08,,W1W 8DH,False,False,3,3,4,3
08661522,SYQIC PLC,dissolved,plc,2013-08-22,2014-05-06,,SL9 8BQ,False,False,5,4,9,9
08707873,EXCHANGE ASSOCIATES PLC,dissolved,plc,2013-09-26,2014-05-20,,EC2Y 9LY,False,False,7,3,12,12
08725450,DAMAC REAL ESTATE DEVELOPMENT PLC,dissolved,plc,2013-10-09,2014-07-22,,SW1X 0NA,False,False,3,3,4,4
08351883,SGS FINANCE PLC,dissolved,plc,2013-01-08,2025-01-30,['64999'],RM14 2TR,False,False,7,4,56,9
08721894,INS ROSEHILL ENTERPRISES PLC,dissolved,plc,2013-10-07,2025-11-20,['46230'],RG14 1QL,False,False,5,4,50,9
08625818,CELLULAC PLC,dissolved,plc,2013-07-26,2025-12-30,['82990'],SW16 3SN,False,False,5,3,60,16
08689956,WARREN EVANS PLC,dissolved,plc,2013-09-13,2026-03-16,"['31090', '82990']",SE1 9SG,False,False,8,3,40,13
NI626351,SEED BUSINESS CONSULTING LIMITED,active,ltd,2014-08-28,,['46690'],BT45 6BT,False,False,1,1,30,1
09108778,PEACE DEVELOPER & INVESTMENT LIMITED,active,ltd,2014-06-30,,['96090'],HA8 9QY,False,False,2,1,36,2
09023573,GLOBAL EDUCATION DEVELOPMENT LTD,active,ltd,2014-05-02,,['74990'],BD5 0BH,False,False,4,3,28,1
09016852,HIRANI DIAMONDS LTD.,active,ltd,2014-04-29,,['47190'],HA6 1NW,False,False,1,1,24,1
09063344,ARMILLARY CONSULTING LTD,active,ltd,2014-05-30,,['70229'],TW11 8ST,False,False,2,2,25,1
09347597,DUCHENNE RESEARCH (UK) INVESTMENT LIMITED,active,ltd,2014-12-09,,['72110'],W4 1JD,False,False,4,3,37,1
08951814,DERMASHINE HEALTHCARE LTD,active,ltd,2014-03-21,,['86220'],TQ12 1HF,False,False,3,1,28,3
09355670,QUALITY INDEPENDENCE LIMITED,active,ltd,2014-12-15,,['86900'],E4 9RG,False,False,1,1,22,1
SC493331,ALAN ENERGY LIMITED,active,ltd,2014-12-12,,['35110'],ML3 7UQ,False,False,3,3,26,1
09106002,WINDSCREEN WIPERS DIRECT LIMITED,active,ltd,2014-06-27,,['47910'],HA5 5PW,False,False,1,1,25,1
09037851,RYAN MCGINTY INTERIORS LTD,active,ltd,2014-05-13,,['43320'],YO17 6BT,False,False,1,1,29,2
09038156,BLAIRGAR LTD,active,ltd,2014-05-13,,['96030'],EC4M 7JW,False,False,3,3,46,5
09207869,FEATURE WALL ART LIMITED,active,ltd,2014-09-08,,['47990'],DN14 8HR,False,False,3,1,33,1
09007806,YORDANCHONIK LTD,active,ltd,2014-04-23,,['43341'],HA5 4HS,False,False,2,1,29,4
09051585,CHAPALA MANAGEMENT LTD,active,ltd,2014-05-22,,['46720'],EC4M 7AN,False,False,2,1,35,2
08901583,ATI OPTIX LTD,active,ltd,2014-02-19,,['96090'],M40 0JB,False,False,2,1,32,1
SC467374,X-CEL WELLSOLUTIONS LTD,active,ltd,2014-01-14,,['82990'],DD5 1NB,False,False,2,2,30,1
09092445,BSN SOCIAL CARE LTD,active,ltd,2014-06-19,,['88990'],HA1 3EX,False,False,9,2,51,7
09022552,SYMBIAN COMPUTER SERVICES LIMITED,active,ltd,2014-05-02,,['63990'],CH44 9DX,False,False,1,1,32,1
09014990,SUNNY GIFTS KIOSK LIMITED,active,ltd,2014-04-28,,"['47410', '62012', '62020', '62090']",S6 4HL,False,False,3,1,40,1
09094961,ALDERBURY HOLDINGS LTD,active,ltd,2014-06-20,,['88990'],HA1 3EX,False,False,9,2,63,6
09109219,LARK RECORDINGS LIMITED,active,ltd,2014-07-01,,"['59112', '59200']",GU3 1LZ,False,False,3,3,24,2
09038518,HENRY LANDGREBE LTD,active,ltd,2014-05-14,,['59120'],SE22 0SB,False,False,1,1,25,1
09157552,AKAYO LIMITED,active,ltd,2014-08-01,,['86101'],BN12 6BY,False,False,2,2,25,2
09102361,WELLESLEY MANAGEMENT AND CONSULTANCY SERVICES LIMITED,active,ltd,2014-06-25,,['70229'],EC1V 2NX,False,False,2,2,33,1
09009316,K P B FINANCIAL SERVICES LTD,active,ltd,2014-04-24,,['70229'],LE7 3FX,False,False,2,2,29,5
09358636,TRANSFORM 7 SERVICES LTD,active,ltd,2014-12-17,,['62020'],ST14 8AG,False,False,3,3,44,2
09012636,SHARON TO LIMITED,active,ltd,2014-04-25,,['96090'],RM12 6RJ,False,False,1,1,30,1
09044692,KD BUILDERS LTD,active,ltd,2014-05-16,,['41202'],B98 0LD,False,False,1,1,32,1
09114732,YORKSHIRE GOLF TEES LTD,active,ltd,2014-07-03,,['47640'],YO23 3WH,False,False,1,1,24,1
08975224,HEDOSOPHIA SERVICES LIMITED,active,ltd,2014-04-03,,['82990'],W1D 3BG,False,False,7,2,41,3
09019650,RTTO CONSULTING LTD,active,ltd,2014-04-30,,['62090'],TF2 5AG,False,False,4,2,44,7
09011754,MILLARD CONSTRUCTION LIMITED,active,ltd,2014-04-25,,['32990'],SA15 4BG,False,False,1,1,31,1
09013246,KGN LONDON LTD,active,ltd,2014-04-28,,['11070'],TW5 9NB,False,False,1,1,29,1
08868761,BEK ENVIRO LIMITED,active,ltd,2014-01-30,,['74901'],BB7 9XG,False,False,4,4,36,2
SC478551,MJP MARINE LTD,active,ltd,2014-05-27,,['03110'],ZE2 9AE,False,False,2,2,26,2
09135147,RYEBRIDGE CONSTRUCTION LIMITED,active,ltd,2014-07-17,,['77320'],AL9 5BG,False,False,1,1,44,1
09186265,SPOTON BUILD LTD,active,ltd,2014-08-21,,['42120'],RH8 0JU,False,False,1,1,31,2
09345114,ONLINE ESTATES LTD,active,ltd,2014-12-08,,['68310'],N8 0PP,False,False,2,1,35,1
09023939,NEW LOSS PREVENTION LIMITED,active,ltd,2014-05-06,,['74909'],HP5 2SL,False,False,2,2,29,1
08998023,S&E CONTRACTORS LIMITED,active,ltd,2014-04-15,,"['41202', '42110', '42210']",LU2 8TT,False,False,1,1,23,1
09079893,SUNSET CARWASH LTD,active,ltd,2014-06-10,,['45200'],B8 2SG,False,False,1,1,26,1
09035796,TMI ENGINEERING LTD,active,ltd,2014-05-12,,['71129'],MK14 5DW,False,False,2,2,30,0
09025987,GRANITE INNOVATIONS LIMITED,active,ltd,2014-05-06,,['47990'],GU16 6DL,False,False,2,2,29,1
09287106,T & B FURNISHERS LTD,active,ltd,2014-10-29,,['47190'],N9 0TZ,False,False,3,2,32,4
09032704,ROPE WORK SOLUTIONS LTD.,active,ltd,2014-05-09,,"['33190', '42990']",GL1 5JZ,False,False,1,1,26,1
09366809,EBONY (UK) LTD,active,ltd,2014-12-24,,['47990'],UB4 0EX,False,False,1,1,23,2
09317208,FRONTLINE FIT GLOBAL LTD,active,ltd,2014-11-18,,['93110'],M3 7BG,False,False,1,1,30,1
08927390,AA RECRUITMENT AGENCY LIMITED,active,ltd,2014-03-07,,"['78109', '78200']",SE18 7AJ,False,False,5,1,36,5
09179176,MORE-TIME HEALTHCARE LIMITED,active,ltd,2014-08-18,,['86102'],RM18 7QU,False,False,1,1,28,1
09110025,PARADIGM ACCOUNTANCY SOLUTIONS LTD.,active,ltd,2014-07-01,,['69203'],SL3 7DE,False,False,1,1,24,1
09158704,CHARACTER IT LIMITED,active,ltd,2014-08-04,,['62012'],SE21 8JS,False,False,5,3,30,8
09168663,BLAK TRANSPORT LIMITED,active,ltd,2014-08-11,,['49410'],CO4 3NJ,False,False,1,1,24,1
09189362,CABOT LLOYD LIMITED,active,ltd,2014-08-28,,['69201'],WC1X 9BH,False,False,1,1,22,1
09344637,VISHWAMITRA TECHNOLOGIES LTD,active,ltd,2014-12-08,,['62020'],RG6 3UF,False,False,2,2,37,4
09202050,GLOBAL CENTER OF MANAGEMENT SCIENCE LIMITED,active,ltd,2014-09-03,,['85590'],UB4 0RL,False,False,2,2,25,1
09187178,6 PARK ROAD RESIDENTS LTD,active,ltd,2014-08-22,,['98000'],PO21 2PX,False,False,4,2,27,1
08842009,HOME AND HEATING LTD,active,ltd,2014-01-13,,['46740'],TR16 4EN,False,False,2,1,31,1
SC477846,JCT CONTRACTS LIMITED,active,ltd,2014-05-16,,['43390'],G74 3LJ,False,False,5,2,42,6
08842289,PEAK PERFORMANCE DEVELOPMENT LTD,active,ltd,2014-01-13,,['85590'],HA3 9QW,False,False,2,2,27,1
09319973,OCCUPY PROPERTY LTD,active,ltd,2014-11-20,,['68209'],BL0 9BY,False,False,2,1,37,4
09007328,RADICAL WASTE GROUP LIMITED,active,ltd,2014-04-23,,"['38110', '38320']",NR34 7TL,False,False,2,1,50,2
09048980,S & O INVESTMENTS LIMITED,active,ltd,2014-05-20,,['68209'],WS13 8LJ,False,False,2,2,28,2
09157798,ZSC LIMITED,active,ltd,2014-08-01,,['62020'],SA6 6RF,False,False,1,1,25,1
08956652,SANT & CO LIMITED,active,ltd,2014-03-25,,['68100'],DY14 8BS,False,False,4,2,32,3
09103464,EMPIRE WORKS (UK) LIMITED,active,ltd,2014-06-26,,['42110'],DA12 2NX,False,False,2,2,35,3
08895641,MODERN MINT LTD,active,ltd,2014-02-14,,['81300'],YO21 3DW,False,False,1,1,26,1
09234078,ABM INTERNATIONAL (HOLDINGS) LIMITED,active,ltd,2014-09-24,,['64209'],TW6 2TA,False,False,14,4,68,1
09042155,IWOO LIMITED,active,ltd,2014-05-15,,['62012'],WD6 1JD,False,False,2,1,34,3
09202567,ASSURED ELECTRICAL (INSTALLATION AND TESTING) LIMITED,active,ltd,2014-09-03,,['33140'],ST6 1DS,False,False,3,1,30,1
09049201,PLATINUM PRODUCTION LTD,active,ltd,2014-05-21,,['74100'],LE4 6AW,False,False,2,2,29,3
09255491,CHARUGAM TECHNOLOGIES LIMITED,active,ltd,2014-10-08,,['62020'],HP11 1PA,False,False,1,1,29,1
09030149,CAMICLA LTD,active,ltd,2014-05-08,,['68209'],HP5 2PX,False,False,2,2,26,1
08893896,C RILEY CONSULTANCY LTD,active,ltd,2014-02-13,,['70221'],WN4 0UG,False,False,1,1,26,1
09010623,BRUNO RUTIGLIANO LIMITED,active,ltd,2014-04-24,,['68320'],N2 9DF,False,False,1,1,25,1
09166770,BECK VENTURES LIMITED,active,ltd,2014-08-07,,['82990'],S11 8YZ,False,False,1,1,37,1
09250519,CASTECH REFRIGERATION LTD,active,ltd,2014-10-06,,['33120'],TN13 3PQ,False,False,1,1,26,2
09304159,MINECO INTERNATIONAL LIMITED,active,ltd,2014-11-10,,"['46120', '46720']",CR0 6BA,False,False,1,1,41,3
09038715,BARTHOLOMEOU LTD,active,ltd,2014-05-14,,['62020'],SW4 6SP,False,False,2,2,32,3
08954228,MANCHESTER ROAD SURFACING HOLDINGS LIMITED,active,ltd,2014-03-24,,['41201'],BL6 4SD,False,False,4,3,36,3
09082144,SNACKING ESSENTIALS LTD,active,ltd,2014-06-11,,['46900'],SE5 9JJ,False,False,2,2,22,1
09196538,DOTTY HENS LTD,active,ltd,2014-08-30,,['47910'],DY6 8BQ,False,False,2,1,26,1
08871459,MPSMART2011 LIMITED,active,ltd,2014-01-31,,"['70229', '99999']",SE28 8NZ,False,False,1,1,31,2
09043344,COURT HOUSE FREEHOLD LIMITED,active,ltd,2014-05-16,,['68209'],CF71 7AA,False,False,4,1,36,1
09049299,SUREBUILD PROPERTY SERVICES LIMITED,active,ltd,2014-05-21,,['43999'],PE27 6TH,False,False,3,3,44,1
09009762,EQUITOTAL LTD,active,ltd,2014-04-24,,['74909'],EX17 5HA,False,False,2,1,43,2
09034630,KIDS IN BLOOM CHILDREN'S DAY NURSERY LTD,active,ltd,2014-05-12,,['88910'],L7 7AE,False,False,4,3,33,3
NI626372,MNH CONSTRUCTION LIMITED,active,ltd,2014-08-28,,['41100'],BT44 8JL,False,False,1,1,30,1
NI623179,MAMAMIGO LTD,active,ltd,2014-03-03,,['14142'],BT78 3UA,False,False,4,1,38,1
09039813,FOREST WINES LIMITED,active,ltd,2014-05-14,,['47250'],E17 6HE,False,False,3,2,32,2
08996678,BETHELL HARRIS LIMITED,active,ltd,2014-04-15,,"['85590', '90030']",SK6 7BY,False,False,2,2,23,1
SC477409,3R SOLUTIONS (HOLDINGS) LIMITED,active,ltd,2014-05-12,,['64209'],EH3 9EE,False,False,3,2,35,3
09167018,PKF HOSPITALITY LTD,active,ltd,2014-08-07,,['70229'],E14 4HD,False,False,2,2,36,1
09027467,A BET A SERVICES LIMITED,active,ltd,2014-05-07,,['62090'],GU34 2PZ,False,False,3,2,31,5
09050791,RYLEMOUNT GREEN LTD,active,ltd,2014-05-21,,['70229'],SK11 8AH,False,False,3,2,33,3
09039744,NORTHANTS SAFETY NETTING LTD,active,ltd,2014-05-14,,['43999'],NN7 3DB,False,False,2,2,24,1
09028775,CLUN VALLEY FOODS LIMITED,active,ltd,2014-05-07,,['47110'],SY7 8JA,False,False,4,3,41,11
SC488561,SHONA CARNEGIE LIMITED,active,ltd,2014-10-09,,['32120'],G12 0SD,False,False,4,2,30,9
09047690,DOVETAIL SOFTWARE CORPORATION LTD,active,ltd,2014-05-20,,['74909'],NW8 0DL,False,False,4,3,32,1
08918803,CADMAN ELECTRICAL SYSTEMS LTD,active,ltd,2014-03-03,,['33140'],DE55 2LB,False,False,2,2,24,1
09149273,DARCSTUDIO LIMITED,active,ltd,2014-07-28,,['71112'],SS14 3JJ,False,False,2,2,45,2
09049493,RDM GROUNDWORKS LIMITED,active,ltd,2014-05-21,,['99999'],PR4 6SN,False,False,3,1,28,1
09093798,ARTEUS DIGITAL MEDIA LIMITED,active,ltd,2014-06-19,,['59113'],WA14 2JU,False,False,4,2,35,5
09048606,LELANTOS CONSULTING LIMITED,active,ltd,2014-05-20,,['74901'],BL1 4BY,False,False,2,2,24,1
09049238,ATLOA SERVICES LIMITED,active,ltd,2014-05-21,,['70229'],WR6 5DF,False,False,2,2,30,2
08961470,HS PHARMA (MANCHESTER) LTD,active,ltd,2014-03-26,,['86210'],SK8 3DS,False,False,2,2,26,2
08844504,PERSPECTIVE BOX LIMITED,active,ltd,2014-01-14,,"['46190', '62090']",BH21 7SB,False,False,1,1,38,3
09072481,BRIGHT MAINTENANCE SERVICES LIMITED,active,ltd,2014-06-05,,['43390'],NR19 2XP,False,False,1,1,31,1
09103381,BERMONDSEY ISLAND LIMITED,active,ltd,2014-06-26,,['74909'],SE1 3NQ,False,False,1,1,32,1
08830362,DORSETT HOSPITALITY (UK) LTD,active,ltd,2014-01-03,,['70100'],EC4A 1JQ,False,False,3,2,52,3
09097261,EXPRESS MARKETING SOLUTIONS LTD,active,ltd,2014-06-23,,['70229'],TW4 6JQ,False,False,1,1,35,1
09035220,EPPY CONSTRUCTION LTD,active,ltd,2014-05-12,,['41100'],EN4 9HN,False,False,2,1,40,5
09072855,COSE T CONTRACTORS UK LIMITED,active,ltd,2014-06-05,,['43120'],N1 7NZ,False,False,1,1,40,1
09277446,ENG KIDS LTD,active,ltd,2014-10-23,,['85520'],EN6 5AS,False,False,3,1,54,7
09069029,EASY RESETTLEMENT LIMITED,active,ltd,2014-06-03,,['74909'],PE2 6FT,False,False,1,1,31,1
09053037,EMME-E GROUP LIMITED,active,ltd,2014-05-22,,['82990'],WC2N 5NG,False,False,8,1,55,4
09231620,CHANDLER HOSPITALITY LIMITED,active,ltd,2014-09-23,,['56302'],NR27 9HG,False,False,2,1,37,1
09272596,FUNTAZIA SOFT PLAY LTD,active,ltd,2014-10-21,,['93290'],BB1 1DE,False,False,5,2,63,1
08929770,HIMALAYAN JAVA (EUROPE) LIMITED,active,ltd,2014-03-10,,['56102'],GU11 1DB,False,False,10,2,63,7
09068783,EQUITY REAL ESTATE (GAMMA) LTD,active,ltd,2014-06-03,,['68100'],SL1 2BE,False,False,4,1,68,2
09069331,FORTIS MARINE LIMITED,active,ltd,2014-06-03,,['46900'],SO31 4NB,False,False,3,1,30,5
09272423,HARBORNE CONSULTANCY MIDLANDS LIMITED,active,ltd,2014-10-20,,['70229'],WV1 4DG,False,False,2,1,34,2
08846514,GRANGE SPECIALIST SERVICES LTD,active,ltd,2014-01-15,,['86220'],WC2H 9JQ,False,False,3,2,33,1
09108708,GARY NEEDS PLUMBING & HEATING LTD,active,ltd,2014-06-30,,['43220'],NP4 7TU,False,False,3,1,39,1
09036547,HF SOCIAL WORK LIMITED,active,ltd,2014-05-13,,['88990'],SL8 5LT,False,False,1,1,32,1
09049902,IONUTHER LIMITED,active,ltd,2014-05-21,,"['42120', '49320']",SE2 9DF,False,False,2,1,29,5
09293372,HARPER & WOODS LIMITED,active,ltd,2014-11-03,,['82990'],L2 9TL,False,False,3,2,40,5
09211115,KINGSWAY MEZZ HOLD CO LIMITED,active,ltd,2014-09-10,,['64209'],WD6 4RS,False,False,4,1,72,4
09300674,INVICTUS ENERGY (UK) LIMITED,active,ltd,2014-11-07,,['46120'],ME10 5BH,False,False,3,1,56,6
09073815,HUNTERINC LIMITED,active,ltd,2014-06-05,,"['73120', '74300', '74909']",W1J 5RL,False,False,1,1,38,2
09027005,MAINTENANCE 1ST LIMITED,active,ltd,2014-05-07,,['98000'],W1W 7LT,False,False,4,2,34,3
09368643,KEEN ADVISORY LIMITED,active,ltd,2014-12-29,,['70229'],W1B 3HH,False,False,2,1,39,4
08901139,BOOKKEEPING 4 BUSY BEES LIMITED,active,ltd,2014-02-19,,['69202'],TS18 3TD,False,False,2,2,35,1
08890184,AVA14 SERVICES LTD,active,ltd,2014-02-12,,['53202'],DE13 0SR,False,False,2,2,29,2
08958691,MUTANT JUKEBOX LIMITED,active,ltd,2014-03-25,,['96090'],N19 5JT,False,False,2,2,30,1
08849053,FAST RETAILING UK LTD,active,ltd,2014-01-16,,['74100'],W1B 4HL,False,False,5,3,40,4
08954582,PIXOOMA LIMITED,active,ltd,2014-03-24,,['74100'],NN14 1PJ,False,False,2,2,26,3
09291323,LUCY2014 TRANSPORT LIMITED,active,ltd,2014-11-03,,['49410'],DA11 7BU,False,False,1,1,28,4
09003141,SANROIG LIMITED,active,ltd,2014-04-17,,['86900'],WA2 7NG,False,False,3,2,34,6
09020740,INSPIRE PSYCHIATRY LIMITED,active,ltd,2014-05-01,,['86101'],B79 7RB,False,False,1,1,32,1
09040979,SR HILL TRADING LIMITED,active,ltd,2014-05-15,,['41202'],EX16 6PE,False,False,1,1,26,2
09229837,SAXE COBURG LTD,active,ltd,2014-09-22,,['68209'],BH7 6BZ,False,False,4,1,44,1
09194922,NETMC ESTATES LTD,active,ltd,2014-08-29,,['68209'],RH4 1QT,False,False,2,2,23,1
08954602,S E CAMERAS LIMITED,active,ltd,2014-03-24,,['96090'],M27 4AA,False,False,2,2,29,1
08995801,RENTER FIX LIMITED,active,ltd,2014-04-14,,['68320'],L39 6SB,False,False,7,1,62,1
09042522,DANIEL AVERY LTD,active,ltd,2014-05-15,,['90010'],W1D 1LP,False,False,2,1,31,5
08924651,FERABORO LIMITED,active,ltd,2014-03-05,,['98000'],SE6 4UX,False,False,7,3,45,3
09253118,A10 FOOD & WINE LTD,active,ltd,2014-10-07,,['47110'],N9 9JJ,False,False,2,1,30,3
09034048,PJCS WOODCOCK INVESTMENTS LTD,active,ltd,2014-05-12,,['68209'],NR19 1AD,False,False,1,1,27,3
09053180,PRODMIX LIMITED,active,ltd,2014-05-22,,['90020'],SW10 0NH,False,False,1,1,39,2
08936558,K THOMAS WASTE/RECYCLING LIMITED,active,ltd,2014-03-12,,['38320'],SA11 3LD,True,False,2,1,31,2
09304621,22 MEDICAL LTD,active,ltd,2014-11-11,,"['70229', '96020']",BS32 4JY,False,False,2,1,30,2
SC468839,ADD JAM LIMITED,active,ltd,2014-01-31,,['62020'],G1 3LN,False,False,2,2,36,2
09272186,BURNHAM PUMP SERVICES LIMITED,active,ltd,2014-10-20,,['33190'],SL1 8AG,False,False,3,3,25,1
09278993,"AKARNA THERAPEUTICS, LTD",active,ltd,2014-10-24,,['72110'],SL7 1YL,False,False,16,2,77,7
SC469607,JOHNSTON SAFETY & SECURITY LTD.,active,ltd,2014-02-10,,['80100'],G74 4PL,False,False,2,2,28,1
08911165,SUNCAP LIMITED,active,ltd,2014-02-25,,['64999'],W1H 6AY,False,False,9,3,52,1
09184013,THORNTONBURY LIMITED,active,ltd,2014-08-20,,['96090'],LE19 1RJ,False,False,1,1,25,2
09221376,BUDAK PROJECTS LIMITED,active,ltd,2014-09-16,,['43999'],LE3 5HR,False,False,2,2,22,1
09037968,ATRIM FARM LIMITED,active,ltd,2014-05-13,,['82990'],DT6 5PX,False,False,3,3,26,1
09049964,CT14.IT SOLUTIONS LTD,active,ltd,2014-05-21,,['62012'],CT14 6QA,False,False,2,2,25,2
09161498,FABRE CONSULTING LIMITED,active,ltd,2014-08-05,,"['71122', '71129']",TN13 2HW,False,False,3,2,26,2
NI625260,CORRIB BALFOUR SOLUTIONS LTD,active,ltd,2014-06-19,,['62020'],BT63 5LT,False,False,1,1,27,1
09033575,TRANSLINGUAL LIMITED,active,ltd,2014-05-12,,['74300'],SE9 1QJ,False,False,1,1,26,1
09193864,RING MEDICAL SERVICES LIMITED,active,ltd,2014-08-29,,['86900'],HX4 9QA,False,False,3,1,39,2
09190075,AATS DEVELOPMENTS LIMITED,active,ltd,2014-08-28,,['62020'],SW19 2RR,False,False,2,2,35,4
09009850,AVENIR REGISTRARS LIMITED,active,ltd,2014-04-24,,['82990'],EC1M 4BH,False,False,9,3,68,5
09053597,CAPEHILL GLAMOUR TOUCH HAIR & BEAUTY LTD,active,ltd,2014-05-23,,['96020'],B66 4QJ,False,False,4,1,38,4
08983849,PEARSON DOUGLAS LTD,active,ltd,2014-04-08,,['74100'],HP9 1DR,False,False,1,1,23,1
09009829,INTERNATIONAL IMMOBILIEN SERVICE LTD,active,ltd,2014-04-24,,['82990'],B18 6EW,False,False,3,2,37,2
09010218,E.P.A.R.A. (NORTH) LIMITED,active,ltd,2014-04-24,,['68320'],HA4 7BD,False,False,10,5,37,1
08975165,BONNE BOUCHE LTD,active,ltd,2014-04-03,,['56102'],SO31 4RY,False,False,5,1,41,4
09008570,MBRAMB SERVICES LIMITED,active,ltd,2014-04-24,,['81221'],GU6 7FN,False,False,1,1,33,3
09009777,SKANSYS CONSULTANCY LTD,active,ltd,2014-04-24,,['62020'],SM6 0AP,False,False,3,2,36,3
09010155,BOBO TRANSPORT LIMITED,active,ltd,2014-04-24,,['49410'],CV11 6DA,False,False,2,2,25,3
NI624591,MKB CO NO 56 LIMITED,active,ltd,2014-05-14,,['68209'],BT1 2LA,False,False,2,2,43,2
08980064,BLUE SKY CONTRACTORS LIMITED,active,ltd,2014-04-04,,['35140'],CT10 1NP,False,False,1,1,27,1
09086994,BLUE SAPPHIRE FILMS LIMITED,active,ltd,2014-06-16,,['59120'],SA48 7AL,False,False,1,1,49,1
09074232,BY SOLUTIONS LIMITED,active,ltd,2014-06-06,,['73200'],SL1 5QS,False,False,3,0,45,3
09058427,BARITONE CONSULTING LTD,active,ltd,2014-05-27,,['74909'],NG11 6SG,False,False,3,1,32,5
09100947,BLUEIGLOO LTD,active,ltd,2014-06-24,,['62020'],TW12 1AY,False,False,2,1,37,1
09319265,BROOKSTONE CHURCH FARM LIMITED,active,ltd,2014-11-19,,['41100'],GU9 7PT,False,False,5,3,65,7
08878810,B2B SWEDEN LIMITED,active,ltd,2014-02-06,,['99999'],SW1Y 4JU,False,False,2,1,32,1
08924576,CANIGOU RENEWABLE ENERGY LTD,active,ltd,2014-03-05,,['64999'],EC3V 4AB,False,False,4,1,41,1
09098044,CAMBRIDGE INTL RECRUITMENT LTD,active,ltd,2014-06-23,,['78109'],CB7 4GD,False,False,1,1,23,1
09011764,NICHE BARS LIMITED,active,ltd,2014-04-25,,['82990'],HP19 9AG,False,False,3,1,37,2
09010175,OPERO LIMITED,active,ltd,2014-04-24,,['70229'],CW5 7QY,False,False,1,1,40,1
09080535,MSE JOINERY LIMITED,active,ltd,2014-06-11,,['43320'],WN7 3DD,False,False,1,1,34,2
09084969,MITCHELLBROOK RAIL LIMITED,active,ltd,2014-06-13,,['70229'],NW2 1NT,False,False,1,1,21,1
09045633,KYOTO ENGINEERING LIMITED,active,ltd,2014-05-19,,['71122'],B6 4NF,False,False,2,2,25,1
08901199,BUSY BEE BOOKKEEPING LIMITED,active,ltd,2014-02-19,,['69202'],TS18 3TD,False,False,1,1,33,1
08850149,EAALS LTD,active,ltd,2014-01-17,,['86900'],ME19 4BZ,False,False,3,1,39,1
09030804,ARSCOTT SYSTEMS LIMITED,active,ltd,2014-05-08,,['71129'],BN11 1QR,False,False,2,2,23,1
09046211,MYTANKY LTD,active,ltd,2014-05-19,,['82990'],N1 7GU,False,False,2,2,33,2
09252507,KENNETH BUCKLEY LTD,active,ltd,2014-10-07,,['69201'],OL1 1TE,False,False,4,0,54,2
09262870,THE SOCCER AKIDEMY LIMITED,active,ltd,2014-10-14,,['93199'],BD4 6NE,False,False,3,2,33,2
09152081,TENGO GLOBAL LTD,active,ltd,2014-07-29,,"['68209', '70229', '87200', '87900']",IG11 0GU,False,False,1,1,29,1
09246169,NATA PROJECTS LIMITED,active,ltd,2014-10-02,,['74990'],EX3 0RE,False,False,1,1,30,2
09036767,NIKRO ELECTRICAL LTD,active,ltd,2014-05-13,,['43210'],EX37 9QE,False,False,3,2,26,1
08975190,SRIHANT LIMITED,active,ltd,2014-04-03,,"['62020', '62090']",SM2 5NN,False,False,3,2,32,5
OC394765,TENTERDEN DEVELOPMENT LLP,active,llp,2014-08-12,,,NW10 7NH,False,False,6,2,60,10
OC395117,SCRANCH LLP,active,llp,2014-09-05,,,EC3V 0XL,False,False,3,2,32,4
OC394848,RENT MANAGER LLP,active,llp,2014-08-18,,,W1T 6EB,False,False,4,2,36,2
OC395118,CLOUDBIZUK SERVICES LLP,active,llp,2014-09-05,,,RG6 7AH,False,False,3,2,30,3
OC397134,DHD PLANT HIRE LLP,active,llp,2014-12-16,,,OX33 1PX,False,False,2,2,28,1
OC393560,UK SOLAR (HARTWELL) LLP,active,llp,2014-06-03,,,WD4 8LR,False,False,12,2,64,19
OC395820,UK SOLAR (LOWER NEWTON) LLP,active,llp,2014-10-13,,,WD4 8LR,False,False,11,2,57,12
OC394759,QUANTEM CONSULT LLP,active,llp,2014-08-12,,,WC2H 9AJ,False,False,4,2,28,1
OC390403,SAYER VINCENT LLP,active,llp,2014-01-16,,,EC1Y 0TG,False,False,9,7,38,2
OC395165,TRANS CAPITAL INVEST LLP,active,llp,2014-09-09,,,WC1N 3AX,False,False,2,2,25,4
OC393717,PRIMROSE INTERIORS (UK) LLP,active,llp,2014-06-11,,,SK13 8DA,False,False,5,2,40,2
OC395158,THREE LITTLE BIRDS (YORK) LLP,active,llp,2014-09-09,,,YO24 1AW,False,False,5,3,39,3
