company_number,n_filings_total,n_filings_year1
10718776,22,1
10636647,27,3
10682981,24,1
10716323,27,1
10737700,23,1
10726507,16,1
10837146,23,3
10714249,41,6
10758067,17,1
10777287,28,2
10758820,32,1
10729847,26,1
10723972,49,2
11000649,17,2
10746406,21,1
10770648,16,1
10632835,16,1
10741791,24,3
10784441,17,1
10723142,22,2
10707121,15,1
10718158,22,2
10721181,31,2
10730761,25,4
10737904,24,1
10828430,26,2
10776696,19,1
10630004,15,1
10738825,17,2
10733978,28,2
10771220,20,2
10623950,40,12
10615613,22,3
10740093,18,1
10752071,18,1
10757477,31,2
10622034,17,1
10933085,22,1
10754272,17,1
11104946,34,3
11091843,18,1
11022484,21,2
11026819,23,1
11091755,29,1
11079045,25,1
11106995,31,1
11106573,33,5
11005430,25,4
11045306,40,6
11106327,28,6
11033037,38,1
11124366,32,5
11053194,36,2
11089048,22,1
11014471,26,3
10698789,25,2
11069325,41,8
11040567,21,1
11059589,86,8
11033233,17,1
11048058,22,2
11063438,21,1
11041401,32,1
10915487,17,1
10778420,35,1
10755355,22,1
11032912,27,1
10734610,35,14
11026572,21,3
11027540,12,1
10646273,16,1
10661357,29,1
10730219,33,1
11121448,42,3
10770194,20,1
10750426,36,8
10850966,37,3
11062015,27,1
10790325,24,1
10733021,36,5
OC419787,19,1
OC420426,32,9
OC419293,21,1
SO306196,17,1
OC415655,25,3
SO306197,17,1
OC417013,29,3
OC420045,36,7
OC419403,17,1
OC420022,39,2
OC420436,16,1
OC416344,33,4
OC420204,22,6
OC419613,23,2
OC420203,22,6
OC415618,72,3
OC419359,20,2
OC417223,18,1
OC417099,28,2
OC415926,21,1
SO305973,20,3
OC419355,18,3
OC419427,28,12
OC416631,31,6
OC416454,31,4
OC420476,23,1
OC416078,57,5
OC418579,23,2
OC419947,42,2
OC419412,23,4
OC416038,33,7
OC420114,29,11
SO306049,24,4
OC417029,25,5
OC420291,35,13
OC416029,23,4
OC419551,21,4
OC419960,23,6
OC419793,83,2
OC419695,29,2
OC415357,29,1
OC419855,42,5
OC416862,23,1
OC420018,32,4
OC416636,18,1
OC417818,46,4
OC416393,26,1
OC420453,25,3
OC416695,21,2
OC416030,22,1
NC001425,26,2
OC416820,19,1
OC416545,19,1
OC416166,27,2
OC420183,36,1
OC416642,23,4
OC418765,25,1
NC001404,31,7
OC415489,29,2
OC420300,23,2
OC420318,19,1
OC419395,24,4
OC416112,22,1
OC415763,24,1
OC415598,20,1
OC415521,27,2
OC419237,20,1
OC420351,38,6
OC420098,17,2
OC416143,30,4
OC419743,50,9
OC418668,63,11
OC416039,47,2
OC416511,28,3
OC415308,38,2
OC419283,35,8
OC419286,33,9
OC418574,30,3
OC417067,18,2
NC001444,25,1
OC415352,28,2
OC416052,18,1
OC419544,35,8
OC417715,66,2
OC418654,27,3
OC415942,20,2
OC416485,19,3
OC419425,27,4
OC419262,24,1
OC416579,46,9
OC417105,63,8
OC416757,27,4
OC419554,31,7
OC416800,22,1
OC415757,19,1
SO306054,27,1
SO306138,37,1
OC416113,38,4
SO306051,25,1
OC419982,30,3
OC416374,35,1
OC416364,52,8
OC415738,19,1
OC417206,20,1
OC415832,19,2
OC416065,34,3
OC417387,27,3
OC417125,27,2
OC416491,18,1
OC418530,59,20
OC417318,120,18
OC417738,25,1
OC416271,39,3
OC419797,28,3
OC420405,34,7
OC415816,43,13
OC420402,46,7
SO306064,39,3
OC419108,26,7
OC419717,17,1
OC416135,20,2
OC417118,29,2
OC415561,22,3
OC416665,45,1
OC416353,26,1
OC417523,19,2
OC416970,20,3
OC416788,49,13
OC416025,19,1
OC416702,43,13
OC418100,32,5
OC417126,33,11
OC416422,52,4
OC415395,33,2
OC416533,25,2
OC415498,19,3
OC415426,21,1
NC001437,31,3
OC418077,20,3
OC420451,23,4
OC419158,33,2
OC416960,24,2
OC415944,23,3
OC419222,50,17
OC415815,25,2
OC417790,64,5
OC417475,20,2
OC416957,46,9
OC416157,39,7
OC416685,18,1
OC419883,26,1
SO305989,22,2
OC419696,20,1
OC416327,25,1
OC420219,26,3
OC416100,35,5
OC420142,17,1
OC416493,18,2
OC416483,19,1
OC416407,29,5
SO305967,20,2
OC416626,30,1
SO305940,43,3
OC420067,34,10
OC416355,22,1
OC420127,29,1
OC416149,23,4
OC418056,33,3
OC418053,30,5
OC417276,38,3
OC416229,42,8
OC416616,31,8
OC420339,17,1
SO306265,17,1
OC416907,19,2
OC415368,30,4
OC420258,56,6
OC418079,20,1
SO305934,19,3
OC420329,33,11
OC420247,34,5
OC420246,31,4
OC416058,48,5
OC416512,26,1
OC415532,24,2
OC416277,30,1
OC416451,18,1
OC415608,141,0
OC416376,20,1
OC416632,17,1
OC415589,20,1
OC418475,27,3
SO306033,24,2
OC419583,26,1
OC418860,23,1
OC415778,29,4
OC420004,39,5
NC001422,42,9
OC416765,41,4
OC415929,54,6
NI642985,11,6
NI643037,17,2
NI643042,5,1
NI643138,5,1
NI643080,15,2
NI643105,13,5
NI643118,4,4
NI643145,5,1
NI643109,4,4
NI643120,3,1
NI643122,10,2
NI643115,11,7
NI643161,4,2
NI643183,3,1
NI643174,3,1
NI643170,10,1
NI643159,4,1
NI643173,4,2
NI643164,13,1
NI643167,5,1
NI643189,5,1
NI643290,3,1
NI643194,14,2
NI643208,4,1
NI642951,3,1
NI643009,3,1
NI643004,6,5
NI643005,20,2
NI643253,4,1
NI643241,11,1
NI643309,3,1
NI642963,3,1
NI643060,6,1
NI643268,8,1
NI642964,8,8
NI642968,11,1
NI643043,3,1
NI642960,4,1
NI643000,10,1
NI643199,8,2
NI643144,4,1
NI643041,3,1
NI643229,4,1
NI642939,19,1
NI642952,3,1
NI642970,3,1
NI643089,6,2
NI643212,4,2
NI643273,5,3
NI642971,7,1
NI643012,6,1
NI643129,6,2
NI643278,15,1
NI643238,12,2
NI642965,3,1
NI643003,5,1
NI643001,3,1
NI643346,5,1
NI643367,25,8
NI643369,8,2
NI643390,11,8
NI643342,5,2
NI643365,6,1
NI643552,5,2
NI643564,8,5
NI643396,3,1
NI643331,8,1
NI643407,13,1
NI643508,13,1
NI643516,3,1
NI643595,5,4
NI643652,13,2
NI643474,12,1
NI643477,3,1
NI643479,6,2
NI643728,18,3
NI643494,3,1
NI643588,24,1
NI643592,19,9
NI643501,15,1
NI643503,19,3
NI643557,5,3
NI643454,3,1
NI643471,4,1
NI643666,5,5
NI643352,26,3
NI643509,10,4
NI643438,3,1
NI643551,23,2
NI643482,12,1
NI643565,3,1
NI643573,15,1
NI643512,11,2
NI643583,9,2
NI643567,9,2
NI643439,8,4
NI643649,17,8
NI643598,5,3
NI643602,18,2
NI643631,5,3
NI643665,7,1
NI643662,5,4
NI643765,12,1
NI643781,6,1
NI643653,4,1
NI643663,15,1
NI643750,7,1
NI643673,4,2
NI643667,4,3
NI643777,14,1
NI643654,15,6
NI643803,7,2
NI643612,3,1
NI643634,8,1
NI643674,18,9
NI643647,6,1
NI643776,3,1
NI643642,9,1
NI643832,7,3
NI643884,7,5
NI644167,3,1
NI644187,21,1
NI644294,5,1
NI643759,7,1
NI643937,6,1
NI643860,4,3
NI643870,20,1
NI644482,9,1
NI643680,19,9
NI643714,4,1
NI643753,4,3
NI643966,8,2
NI644427,7,1
NI644461,15,1
NI644476,14,1
NI643748,13,2
NI643856,23,6
NI643713,19,6
NI644460,8,1
NI643683,11,1
NI643863,5,1
NI643912,7,2
NI644254,10,2
NI643817,4,4
NI643877,3,1
NI644439,15,1
NI643740,15,2
NI644468,5,1
NI644474,3,1
NI644173,4,2
NI644471,3,1
NI643917,14,1
NI643931,24,11
NI643838,3,1
NI643716,5,3
NI644466,8,6
NI644486,11,2
NI643814,15,4
NI643835,18,6
NI643879,6,1
NI643712,3,1
NI643927,14,6
NI643849,5,5
NI643840,21,8
NI643880,6,1
NI644430,15,1
NI643968,9,1
NI644480,4,1
NI644504,7,1
NI644535,15,1
NI644117,3,1
NI643981,4,1
NI644544,4,1
NI643882,4,1
NI643895,11,2
NI644012,4,1
NI644500,4,1
NI644503,4,4
NI644513,14,10
NI644511,11,3
NI644050,13,1
NI644113,8,1
NI643897,4,1
NI644526,5,1
NI644028,7,2
NI644106,5,2
NI644110,4,1
NI643998,5,1
NI644524,22,1
NI644022,3,1
NI643902,3,1
NI644495,6,2
NI644027,3,1
NI643898,3,1
NI644199,8,1
NI644696,11,1
NI644125,4,2
NI644159,7,3
NI644157,9,7
NI644161,3,1
OC416714,15,2
OC416798,6,1
OC416460,15,1
OC416237,5,1
OC416238,11,1
OC416411,10,1
OC416133,4,4
OC416207,45,2
OC416412,15,3
OC416518,3,1
OC416358,13,2
OC416687,3,1
OC416452,3,1
OC416269,17,5
OC416339,16,1
OC417121,31,10
OC417349,4,2
OC416179,4,1
OC416248,4,1
OC416300,9,1
OC417047,14,1
OC417325,4,1
OC417354,20,3
OC417357,8,2
OC417245,10,2
OC416173,16,1
OC416377,10,1
OC416508,6,1
OC416677,3,1
OC416888,8,6
OC416921,14,6
OC416197,18,1
OC416446,7,5
OC416320,25,1
OC416442,21,4
OC416971,13,2
OC416696,11,3
OC416240,15,2
OC416272,4,1
OC416227,22,1
OC416882,4,3
OC416468,10,2
OC416284,15,1
OC416285,4,1
OC416177,4,1
OC416392,6,1
OC416448,8,4
OC416502,3,1
OC416563,19,4
OC416289,4,1
OC416781,42,27
OC416812,10,1
OC416789,10,1
OC416791,5,1
OC416906,4,1
OC416910,11,6
OC416641,4,2
OC416384,20,1
OC416504,3,1
OC416539,20,4
OC416794,17,6
OC416876,15,4
OC417146,4,1
OC417150,3,1
OC416350,7,3
OC417195,28,11
OC417369,22,2
OC416147,7,2
OC417317,4,4
OC417394,13,11
OC417254,21,8
OC417094,6,2
OC417133,8,1
OC417218,14,1
OC417256,12,1
OC416610,29,9
OC417177,4,4
OC417500,28,13
OC416349,9,5
OC416773,23,4
OC416818,6,1
OC417476,9,2
OC417435,4,4
OC417469,9,1
OC417505,7,1
OC417515,7,4
OC417028,4,1
OC417525,4,2
OC417229,9,1
OC417856,10,2
OC416715,7,5
OC417174,5,3
OC417191,8,1
OC416436,8,5
OC416570,15,7
OC417562,5,3
OC417402,11,2
OC417278,14,4
OC416946,7,1
OC416728,14,1
OC417077,10,1
OC417466,23,4
OC416346,7,3
OC417733,5,1
OC417220,4,2
OC416474,10,1
OC417313,13,6
OC417406,6,3
OC416690,18,5
OC416802,3,1
OC416490,4,4
OC417168,5,2
OC417499,5,1
OC417504,13,1
OC417112,5,2
OC416432,7,1
OC416434,86,22
OC417345,12,3
OC417932,4,1
OC416276,17,2
OC417235,3,1
OC417352,14,1
OC417384,5,5
OC417179,10,1
OC417539,25,2
OC417463,44,18
OC417492,13,7
OC416478,4,2
OC417662,4,4
OC417246,16,10
OC417490,26,2
OC417512,4,1
OC417555,4,1
OC417778,7,1
OC417207,10,1
OC417226,4,4
OC417474,3,1
OC417782,3,1
OC416655,14,2
OC417930,7,6
OC417949,6,1
OC418030,12,1
OC417812,3,1
OC417894,3,1
OC417587,4,1
OC417970,3,1
OC418090,24,1
OC417810,4,2
OC417983,3,1
SO305977,5,3
SO306182,7,1
SO306193,3,1
SO306199,9,1
SO305935,4,1
SO306190,5,1
SO305950,4,4
SO306043,8,4
SO306111,4,1
SO306187,59,22
SO306192,5,5
SO306160,3,1
SO305942,4,1
SO306032,7,2
SO306208,9,1
SO306025,8,1
SO306205,4,4
SO305980,19,1
SO305941,4,1
SO305976,13,1
SO306048,10,2
SO306176,5,1
SO306233,3,1
SO306134,27,5
SO305969,6,2
SO306027,12,1
SO306149,7,1
SO305961,6,1
SO305994,68,24
SO306112,7,7
SO306118,4,2
SO306069,6,2
SO306158,9,2
SO306228,96,56
SO305964,6,1
SO306015,6,6
SO306170,5,1
SO306090,4,1
SO306003,70,24
SO306073,9,4
SO306143,9,2
SO306150,11,9
SO305948,3,1
SO306007,89,17
SO306151,3,1
SO305981,6,2
SO305957,18,1
SO306058,21,3
SO306207,3,1
SO306167,18,6
SO306006,58,16
SC608292,15,1
SC612348,8,2
SC611543,9,1
SC614988,17,4
SC612116,9,1
SC611835,7,1
SC612895,14,3
SC612538,8,1
SC615344,13,1
SC615760,35,10
SC616152,14,1
SC612080,10,1
SC613179,15,4
SC610893,4,1
SC615752,8,1
SC614049,22,8
SC613062,8,4
SC613871,11,1
SC613017,12,1
SC615372,15,1
SC617136,3,1
SC614191,13,1
SC613952,12,1
SC610337,7,2
SC615115,8,1
11397185,18,3
11528309,14,1
11658105,37,8
11505971,17,2
11351382,35,3
11604920,21,3
11641822,17,1
11352438,27,1
11394440,22,1
11494408,30,5
11294429,30,5
11556304,17,1
SC591175,25,1
SC600883,8,1
SC604147,25,8
SC600600,16,1
SC604069,11,1
SC595304,16,8
SC605766,17,4
SC599381,18,1
SC596190,12,1
SC602734,10,1
SC588609,11,1
SC588665,8,1
SC591567,11,1
SC588483,15,3
SC603907,23,4
SC600501,8,2
SC600272,6,1
SC608062,11,1
SC606054,10,1
SC601103,27,1
SC593071,7,1
SC599018,12,2
SC602558,10,1
SC598964,18,4
SC605387,8,1
SC606172,31,7
SC601817,21,1
SC594712,13,1
SC595290,15,1
SC605067,7,1
SC599484,6,1
SC602725,14,1
SC594123,8,1
SC596457,18,3
SC596574,26,1
SC602864,13,7
SC606597,16,1
SC603052,15,2
SC604724,27,10
SC588653,22,1
SC598876,8,1
SC595360,11,3
SC597411,12,6
SC588570,18,1
SC595185,9,1
SC605989,10,1
SC593352,9,1
SC607484,13,1
SC594900,13,1
SC597790,23,3
SC598969,14,1
SC601035,22,2
SC605676,11,4
SC604443,10,1
SC602256,10,1
SC602259,16,1
SC603323,28,1
SC601548,5,1
SC603689,17,1
SC593054,10,2
SC604333,11,2
SC606937,14,1
SC601321,8,2
SC604364,13,1
SC606812,13,1
SC607047,20,2
SC605074,9,1
SC591760,9,3
SC592578,6,3
SC593665,11,4
SC602703,11,3
SC591276,8,1
SC601843,11,1
SC602315,24,2
SC595349,11,1
SC607496,10,2
SC594292,7,2
SC605097,7,1
SC601529,18,1
SC598840,7,1
SC588608,16,1
SC593677,18,1
SC595704,11,1
SC599671,7,1
SC599984,14,1
SC599371,18,5
SC606132,8,2
SC602978,4,1
SC589954,10,2
SC596022,8,3
SC599704,11,3
SC590335,15,6
SC599046,14,2
SC607416,34,8
SC593074,9,1
SC603505,17,1
SC592249,17,1
SC605604,11,1
SC597563,14,3
SC597831,10,2
SC603088,4,1
SC603798,10,1
SC594756,7,2
SC602009,12,6
SC605025,19,7
SC603177,19,2
SC604522,4,1
SC591910,12,1
SC604079,17,1
SC603664,19,3
SC607659,16,2
SC602662,16,1
SC588864,10,1
SC604125,11,1
SC600375,4,1
SC598391,20,3
SC592808,17,3
SC606819,10,1
SC607589,5,1
SC606609,9,1
SC598010,19,2
11342682,25,2
11377608,29,7
11300833,16,1
11570578,15,1
11593602,14,1
11380751,30,2
11549371,20,1
11356268,19,2
11371418,16,2
11743818,17,1
11220485,17,2
SC604253,21,2
11129107,19,1
11304358,25,1
11174471,29,2
11201412,16,1
11213756,30,6
11193067,19,1
11228280,43,5
11189961,21,1
11225438,24,1
11237355,25,2
11289749,28,7
11292426,20,1
11192203,32,2
11164375,24,2
11195790,24,1
11191284,23,1
11259961,34,3
11146710,22,9
11174055,13,2
11191662,15,1
11213853,38,5
11297804,21,1
11178742,26,1
11141476,19,1
11162740,13,2
11173072,17,1
11241818,19,2
11175505,22,1
11143295,19,2
11148377,19,1
OC421036,38,8
OC423724,17,2
OC423584,27,1
OC423333,32,1
OC425107,34,2
OC423692,41,14
OC423775,32,3
OC422285,17,1
SO306520,16,4
OC423771,33,5
OC423519,27,4
SO306537,22,1
OC425091,16,1
NC001550,17,1
OC423068,16,1
OC424628,26,2
OC424042,28,4
OC424245,40,1
OC422309,25,4
NC001537,16,1
OC423236,24,2
OC422375,21,1
OC423530,30,7
OC422921,22,1
OC423386,21,6
OC424193,17,1
OC423839,19,2
OC422393,27,4
OC423811,27,3
OC424494,26,10
OC423817,26,4
OC423910,24,2
OC425225,24,3
SO306357,37,9
SO306512,22,9
OC425089,17,1
OC420887,39,4
OC424896,20,2
OC424221,21,8
OC422071,17,2
OC425192,65,27
OC421754,20,2
OC424545,16,1
OC421710,28,3
OC424877,20,4
OC424634,15,2
OC425297,18,6
OC425066,23,2
OC421168,18,1
OC420741,36,5
OC420724,24,4
SO306309,34,6
OC424681,20,1
OC421244,15,2
OC420970,27,6
OC420637,46,2
OC422007,25,1
OC425194,16,3
NC001562,35,4
OC420909,18,1
OC420910,20,1
OC424967,17,1
OC424837,19,2
OC424699,15,2
OC422084,29,3
OC422331,25,2
OC425356,26,2
OC424575,37,1
OC424573,16,1
OC422000,24,3
OC421570,28,1
OC425178,16,2
OC420770,19,1
SO306380,42,2
OC424671,20,2
OC424128,17,3
OC421802,26,1
OC425006,19,4
OC424544,18,2
OC423755,36,7
OC424549,17,1
OC424405,30,2
OC425349,34,6
OC420966,38,7
OC424274,22,1
OC424130,25,1
OC421212,17,1
OC421504,46,6
OC422319,22,4
NC001557,20,1
OC425202,19,7
OC424320,23,2
OC425169,20,1
OC420717,24,1
OC424491,20,3
OC424495,38,1
OC420616,24,1
SO306542,19,1
SO306545,19,1
SO306544,19,1
OC424167,16,2
OC423767,56,16
SO306547,17,3
OC424938,26,2
OC424461,21,6
OC424304,16,1
SO306530,22,2
OC424811,18,1
OC422553,29,3
OC422075,23,6
OC420735,55,29
OC424891,22,4
OC421087,23,3
OC421267,30,1
OC422295,34,1
OC424732,17,2
OC423812,21,1
OC420702,25,5
OC424229,22,1
OC425106,52,2
OC420874,27,1
OC424682,22,2
SO306575,16,2
SO306327,18,1
OC424979,24,5
OC422043,21,2
OC420812,32,13
OC421027,26,6
OC425023,18,3
OC425053,20,3
OC425215,26,1
OC422279,29,5
OC421797,17,1
OC425028,23,1
OC421832,22,2
OC422780,24,2
OC420536,18,2
OC425167,33,10
OC425002,18,1
OC425170,16,3
OC421728,151,32
OC421263,33,5
OC425336,19,4
SO306281,27,4
OC421357,22,7
OC422763,21,5
OC421170,60,4
OC424402,23,2
SO306368,20,2
OC424273,24,3
OC424236,15,2
OC424136,27,1
OC424129,23,8
OC423595,22,1
OC424977,40,3
OC424325,21,1
OC421759,24,3
SO306593,19,2
OC425309,19,1
OC422378,28,5
OC420602,24,4
OC424798,109,0
OC420987,31,10
NC001551,16,1
OC420765,17,1
OC425362,17,2
OC424020,15,3
OC422270,16,2
OC425227,20,1
OC423490,21,1
OC420535,29,11
SO306282,29,3
OC421256,60,6
OC425122,35,8
OC424263,31,2
OC424637,34,7
OC421185,17,1
OC420845,28,2
OC421465,40,9
OC422149,26,3
OC420785,24,1
OC425057,19,2
OC421601,22,2
OC420524,22,1
NC001498,23,1
OC424820,26,4
OC421440,20,1
OC420795,27,2
OC421360,34,12
OC421955,23,1
OC421996,22,2
OC422049,24,9
OC422379,26,5
OC422101,21,1
OC421975,24,6
OC423807,20,1
OC422039,23,1
OC421618,18,2
OC421876,57,12
OC422862,21,1
NI657238,4,1
NI656669,4,1
NI656823,8,1
NI657255,6,1
NI655827,15,2
NI655881,4,1
NI657185,9,1
NI657139,4,2
NI656707,11,2
NI657199,4,1
NI656317,11,8
NI656673,4,4
NI656678,12,1
NI656759,21,10
NI657250,3,1
NI656253,3,1
NI657398,4,1
NI657187,19,3
NI657195,3,1
NI656826,7,2
NI657173,4,2
NI657205,6,1
NI656565,14,1
NI657256,6,1
NI657150,6,1
NI657213,3,1
NI656765,3,1
NI657366,4,1
NI657171,4,2
NI657392,3,1
NI657283,8,1
NI657218,4,1
NI656037,17,1
NI657174,4,2
NI657217,6,2
NI657331,8,1
NI657374,4,1
NI657479,4,4
NI656152,11,1
NI654591,5,3
NI656245,7,7
NI656695,9,1
NI656701,4,4
NI656722,5,1
NI656693,8,2
NI656703,4,1
NI656258,4,2
NI656696,31,18
NI656697,11,1
NI656312,8,1
NI656694,3,1
NI656457,3,1
NI656530,5,1
NI656692,6,1
NI656552,3,1
NI656724,4,1
NI656746,12,2
NI656702,6,1
NI655259,17,17
NI655449,4,2
NI655532,6,2
NI655308,4,1
NI655530,6,3
NI655312,7,2
NI655323,3,1
NI656093,7,2
NI655310,12,3
NI655350,4,1
NI656080,24,7
NI656085,5,1
NI655322,5,1
NI656124,9,3
NI656121,10,1
NI654989,12,3
NI656753,4,1
NI654875,6,3
NI654984,15,3
NI656751,4,3
NI656545,6,2
NI656772,6,2
NI654995,4,1
NI655534,4,1
NI656125,3,1
NI654914,7,2
NI654948,18,1
NI654998,3,1
NI655571,4,1
NI654986,11,2
NI656777,4,4
NI656505,5,2
NI656600,8,1
NI654846,3,1
NI654934,4,1
NI655118,4,1
NI655119,4,1
NI655620,6,1
NI656754,6,2
NI656128,4,1
NI654938,4,3
NI655120,4,1
NI655124,5,1
NI656486,9,1
NI656214,9,1
NI656686,4,2
NI654868,15,3
NI656756,3,1
NI656787,11,1
NI656993,3,1
NI656385,13,6
NI656396,10,6
NI656533,11,6
NI656792,5,1
NI657588,5,3
NI656012,14,2
NI657072,4,4
NI657117,19,1
NI657484,3,1
NI657592,4,4
NI657475,4,1
NI656848,3,1
NI657077,4,1
NI657579,12,2
NI657961,6,1
NI657604,5,1
NI656015,9,1
NI657972,5,5
NI657863,7,1
NI657363,3,1
NI657872,3,1
NI656046,3,1
NI657611,6,1
NI657657,10,3
NI656045,16,2
NI657603,4,1
NI657971,6,1
NI656019,11,1
NI656174,6,3
NI656180,3,1
NI657645,9,3
NI657833,3,1
NI657305,8,2
NI657653,6,1
NI657957,14,1
NI656068,6,1
NI657649,5,1
NI657654,10,3
NI657655,7,3
NI657362,3,1
NI656051,3,1
NI656960,5,3
NI658011,7,1
NI656283,3,1
NI656360,3,1
NI657394,4,3
NI657731,13,2
NI658004,5,1
NI657675,5,1
NI657997,8,1
NI657983,3,1
NI656287,12,1
NI656280,19,19
NI656579,3,1
NI657377,4,1
NI657489,3,1
NI657688,3,1
NI656282,5,1
NI658001,6,1
NI656284,3,1
NI657526,3,1
NI656954,4,1
NI657666,9,1
NI657676,4,1
NI657725,5,3
NI658007,8,2
NI656347,10,1
NI656578,7,5
NI657488,4,3
NI657490,5,5
NI657979,5,4
NI656985,8,2
NI657517,7,1
NI657537,3,1
NI657292,3,1
NI657354,5,1
NI655565,3,1
NI657519,4,4
NI657323,11,1
NI657549,3,1
NI657319,3,1
NI657341,8,1
NI657393,7,2
NI657536,3,1
NI655712,7,4
NI655818,18,3
NI657723,3,1
NI655888,3,1
NI656437,8,1
NI656572,9,1
NI656929,5,1
NI656997,21,6
OC421638,4,1
OC421801,7,1
OC422522,3,1
OC422549,14,2
OC422575,15,2
OC422580,4,4
OC421998,9,3
OC422136,11,4
OC422523,5,1
OC422713,15,1
OC421785,7,5
OC421813,3,1
OC421817,14,5
OC422852,4,3
OC423081,20,1
OC422414,7,1
OC421738,3,1
OC421870,4,1
OC423072,4,1
OC422611,5,1
OC422460,13,1
OC423152,4,1
OC422264,3,1
OC422401,15,1
OC420939,18,3
OC422754,9,1
OC421917,13,1
OC422157,4,2
OC423008,10,2
OC423069,5,1
OC421628,5,1
OC423150,17,3
OC421644,15,1
OC421655,9,1
OC421656,8,1
OC421659,14,1
OC423061,3,1
OC421881,3,1
OC422169,7,2
OC422142,4,1
OC421773,16,4
OC423083,18,12
OC423124,18,1
OC421640,14,9
OC422137,5,1
OC422755,32,15
OC421683,18,16
OC421961,24,13
OC422739,4,4
OC421692,5,1
OC421883,3,1
OC421993,5,1
OC423018,8,1
OC422406,5,5
OC421643,6,3
OC422893,6,1
OC423157,8,1
OC422537,6,1
OC422720,8,4
OC422221,13,1
OC422781,6,2
OC422632,17,5
OC421937,3,1
OC422886,7,1
OC423158,13,2
OC422634,7,1
OC422700,19,2
OC422199,3,1
OC422823,7,2
OC423046,22,7
OC422234,5,5
OC422574,7,1
OC422791,5,1
OC422314,5,1
OC422175,16,3
OC422355,6,3
OC422783,9,3
OC423566,3,1
OC422095,4,1
OC423719,7,4
OC422899,5,5
OC422816,3,1
OC422356,13,6
OC422359,3,1
OC422392,3,1
OC423347,9,2
OC421851,10,5
OC422003,12,1
OC422306,4,1
OC422222,5,1
OC423452,5,4
OC423502,7,1
OC422013,5,3
OC423005,5,1
OC423500,9,1
OC423741,9,2
OC423825,3,1
OC423491,8,2
OC423498,11,1
OC422733,16,2
OC422424,12,1
OC422308,8,1
OC422219,24,2
OC423501,3,1
OC422771,9,4
OC422649,4,3
OC421842,18,1
OC422391,15,10
OC423295,11,3
OC422096,4,4
OC422143,5,1
OC422374,5,2
OC423848,6,2
OC422598,5,3
OC422425,3,1
OC422337,7,3
OC423285,12,1
OC423242,3,1
OC423851,10,3
OC423844,4,3
OC422366,3,1
OC422602,13,1
OC422675,4,2
OC423290,4,2
OC423298,12,1
OC422551,3,1
OC422364,5,1
OC423283,9,2
OC423834,12,1
OC423291,20,5
OC423316,7,1
OC422586,3,1
OC422596,11,4
OC422685,9,4
OC423233,11,4
OC423286,5,1
OC423853,6,1
OC423867,14,3
OC423923,18,11
OC423423,4,2
OC423472,3,1
OC423257,6,1
OC423299,3,1
OC423310,11,1
OC423422,9,5
OC424116,13,3
OC422472,3,1
OC423253,11,1
OC422474,5,3
OC423426,24,5
OC422470,13,3
OC423412,14,2
OC422531,16,1
OC423539,9,1
OC423482,7,3
OC422643,3,1
OC423603,11,2
OC422628,7,1
OC422707,4,1
OC423392,14,1
OC423474,18,2
OC422526,6,4
OC422627,12,6
OC423569,19,4
OC423477,3,1
OC423593,9,1
OC423518,17,5
OC423475,3,1
OC423478,21,3
OC423506,20,1
OC422736,5,1
OC423409,3,1
OC423399,4,2
OC423485,4,4
OC422618,3,1
OC423541,4,1
OC422850,14,3
OC422967,34,2
OC424159,4,3
OC422980,4,1
OC424220,4,1
OC423687,3,1
OC423694,4,2
OC423774,7,3
OC424235,9,5
OC423685,20,3
OC423689,4,1
OC423126,3,1
OC423619,3,1
OC423730,4,1
OC423773,4,1
OC423777,3,1
OC423368,5,2
OC422914,18,1
OC423180,12,1
OC422956,4,2
OC424170,4,1
OC424224,5,1
OC424240,3,1
OC423507,3,1
11951779,29,1
11983460,21,2
11989494,15,2
11935762,14,1
11972130,20,2
11884752,35,5
11937194,20,1
11986098,17,1
11963512,19,5
11932714,23,1
11960023,17,1
11844896,23,1
11927804,28,4
11949669,15,1
11988656,14,2
11953461,36,6
11929843,19,1
11922941,20,1
11942191,16,1
11945494,14,1
11923073,24,5
11861305,30,7
11930134,15,3
11970647,9,2
11977845,22,1
11841256,19,1
11950661,15,1
11949197,19,3
11982005,13,2
11951086,28,1
11923692,20,1
11987435,29,1
11851642,19,1
11978006,29,1
11944899,21,1
11989587,18,1
11973890,21,3
11964971,18,1
11981027,21,2
11972499,17,1
11974831,20,2
11992064,38,7
11943221,12,1
11962486,13,2
11984302,27,1
11988977,27,1
11878503,20,2
11935773,15,2
11991328,11,1
11984552,18,1
11930913,17,2
11862268,23,1
11935433,16,3
11943130,12,2
11986209,32,6
11940462,15,1
11932046,20,1
11959805,20,1
11973424,16,1
11989135,20,1
11925416,14,3
11948590,15,3
11878456,28,8
11927450,21,1
11973469,14,2
11960446,16,1
11954590,20,1
11968239,11,2
11934003,23,1
11935148,16,1
11967116,17,2
11985314,21,1
11978447,10,1
11988761,21,1
11917943,29,2
11963090,28,6
11966140,17,2
11968127,15,2
11933125,16,2
11940653,16,1
11853177,19,1
11924371,11,2
11956401,15,1
11829253,22,1
11941994,15,1
NI662272,27,1
11752370,21,1
SC649723,13,1
11799069,16,1
11821132,11,1
11760127,10,1
11753240,23,2
11806121,22,1
11803377,15,2
11823646,14,1
11810892,23,1
11771760,31,2
11813231,14,2
11765808,23,1
