company_number,company_name,company_status,company_type,date_of_creation,date_of_cessation,sic_codes,postcode,has_charges,has_been_liquidated
07223662,ALAN BAKER & CO INTERIOR DESIGN LIMITED,active,ltd,2010-04-14,,"['47510', '47599']",GU27 1HN,False,False
07275066,PREMIER TOOLING DESIGN LIMITED,active,ltd,2010-06-07,,['32990'],M41 8PS,False,False
07356959,HOOT MEDIA LIMITED,active,ltd,2010-08-25,,['62090'],TQ2 7DU,False,False
07339208,30.06 STUDIOS LTD,active,ltd,2010-08-09,,['62012'],SR3 1LW,False,False
07393187,BLUEPOINT MARINE SERVICES LIMITED,active,ltd,2010-09-30,,['33150'],L3 4EE,False,False
07381401,SHEDS CENTRE WALES LIMITED,active,ltd,2010-09-20,,['47789'],CF31 1BE,False,False
07256434,APPLEHILL PROPERTIES LTD,active,ltd,2010-05-18,,['82990'],SG8 5HL,False,False
07245663,ABSOLUTE SKINCARE LIMITED,active,ltd,2010-05-06,,['96090'],SG1 3WB,False,False
07131446,EQUALS CONNECT LIMITED,active,ltd,2010-01-20,,['64999'],EC4V 3BJ,False,False
07350036,CARLTON & ASSOCIATES LIMITED,active,ltd,2010-08-18,,['70229'],TN33 0RZ,False,False
07126390,M K BUILDING SERVICES (BARTON) LIMITED,active,ltd,2010-01-15,,['43390'],DN18 5DW,False,False
SC378517,RURALDIMENSIONS LTD,active,ltd,2010-05-13,,['82990'],FK17 8BN,False,False
07118853,CRUNDELL & CO ACCOUNTANCY LTD,active,ltd,2010-01-07,,"['69201', '69202', '69203']",SY3 5PH,False,False
07344417,DENUNZIO ASSOCIATES LTD,active,ltd,2010-08-12,,['82990'],WC2B 5AH,False,False
07417462,STC4C LIMITED,active,ltd,2010-10-25,,['45320'],PE30 1HJ,False,False
07199115,ULTIMATE PROPERTY SOLUTIONS LIMITED,active,ltd,2010-03-23,,['43390'],BS32 4DG,False,False
07352789,NEWSMAKER PR AND VIDEO PRODUCTION LTD,active,ltd,2010-08-23,,['74909'],NE23 3FZ,False,False
07276223,BONTHE CONSULTANCY LIMITED,active,ltd,2010-06-07,,['74909'],HA9 7JP,False,False
07235170,CLP GROUP LIMITED,active,ltd,2010-04-26,,['69102'],BS1 6DZ,False,False
07257552,93 BELGRAVE ROAD FREEHOLD LIMITED,active,ltd,2010-05-18,,['98000'],SW1V 2NE,False,False
07467658,DCC PROJECTS LTD,active,ltd,2010-12-13,,['62020'],KT12 2BW,False,False
07238632,J & M TRIVEDI LTD,active,ltd,2010-04-29,,['86220'],SY3 8DD,False,False
07301894,ADZUNA LIMITED,active,ltd,2010-07-01,,['63120'],SW6 4NZ,False,False
07262084,FIRCROFT ASSOCIATES LTD,active,ltd,2010-05-21,,"['69201', '69202', '70229']",AL3 4PQ,False,False
07179216,WATCHWORD MEDIA LTD,active,ltd,2010-03-05,,['59113'],NR11 7AZ,False,False
07259122,LOUANNA HOLDINGS LIMITED,active,ltd,2010-05-19,,['64209'],CT10 2EY,False,False
07439068,RUNFLAT LIMITED,active,ltd,2010-11-15,,['99999'],B64 5QY,False,False
07250733,IKAM PROPERTY LIMITED,active,ltd,2010-05-12,,['68320'],SL1 1UA,False,False
07474285,NADOMINI HOLDING LIMITED,active,ltd,2010-12-20,,['99000'],DN6 8DA,False,False
07452794,REALTY ACCESS TITLE LIMITED,active,ltd,2010-11-26,,['74990'],GU15 3YX,False,False
07384882,FERN-LEA GLAZING LTD,active,ltd,2010-09-22,,['43342'],HX1 3SG,False,False
07273583,INSPIRE PARTNERSHIP HOLDINGS LIMITED,active,ltd,2010-06-04,,['82990'],SE1 2AQ,False,False
SC378200,ROTARY GUIDANCE SOLUTION LIMITED,active,ltd,2010-05-07,,['82990'],DD10 0EF,False,False
07238485,SEAN HANNA SUTTON LIMITED,active,ltd,2010-04-29,,['96020'],KT4 8HT,False,False
07472881,JANE HARFLEET LIMITED,active,ltd,2010-12-17,,['56290'],SW18 1PE,False,False
07319630,STUNNING HANDRAILS LTD,active,ltd,2010-07-20,,['25110'],KT16 8LF,False,False
07246984,INTERNATIONAL ACADEMY FOR ADVANCED RESEARCH AND STUDIES LTD,active,ltd,2010-05-07,,"['85422', '85600']",NW1 1DE,False,False
07283194,ANGLIAN FARMING LTD,active,ltd,2010-06-14,,['01460'],IP25 6HY,False,False
07186110,AIM VENTURES LTD,active,ltd,2010-03-11,,"['62020', '96090']",HA5 3EF,False,False
07270233,ALDRIDGE & SONS ROOFING LTD,active,ltd,2010-06-01,,['43910'],TW16 7JZ,False,False
07405636,APEM (UK) LTD,active,ltd,2010-10-13,,['56210'],CR0 2TL,False,False
07261502,DM PHARMA LIMITED,active,ltd,2010-05-21,,['86210'],LE11 2EH,False,False
07403512,CHESTNUT CLINIC LTD,active,ltd,2010-10-11,,['82990'],SL2 4HX,False,False
07357397,PREMIER PIE COMPANY LIMITED,active,ltd,2010-08-25,,['10710'],LS26 8JD,False,False
07416785,TREDEGAR HEALTHCARE LIMITED,active,ltd,2010-10-22,,['74990'],PO7 7AN,False,False
07342579,EVS ASSOCIATES LTD,active,ltd,2010-08-11,,['70229'],TW7 7AA,False,False
07204847,LE PAGE ARCHITECTS LIMITED,active,ltd,2010-03-26,,['71129'],PL15 7ED,False,False
07282098,JEXCOM LIMITED,active,ltd,2010-06-11,,['96090'],HA5 4HS,False,False
07395085,SISONKE LIMITED,active,ltd,2010-10-04,,['78300'],LE5 4WF,False,False
07357188,J BARTON SOLUTIONS LTD,active,ltd,2010-08-25,,['62090'],WD17 1HP,False,False
07436502,POT BLACK 147 LIMITED,active,ltd,2010-11-11,,['93290'],NR32 2PY,False,False
07334383,DOVESTREET.CO.UK LIMITED,active,ltd,2010-08-03,,['68209'],IP6 0AJ,False,False
SC385620,SSETIC LIMITED,active,ltd,2010-09-21,,"['47250', '74909']",KY11 9PF,False,False
07242184,SPRING RETAIL MARKETING LIMITED,active,ltd,2010-05-04,,"['70229', '82990']",GU1 1ER,False,False
07423466,KALAKUTA SUNRISE LIMITED,active,ltd,2010-10-29,,['59200'],NW8 0DL,False,False
07178123,HARMONISED DESIGNS LIMITED,active,ltd,2010-03-04,,['74100'],YO23 1NU,False,False
07213126,Z&A FINANCE LIMITED,active,ltd,2010-04-06,,['69201'],LU4 8SW,False,False
07163415,SHIV CAPITAL REAL ESTATE LIMITED,active,ltd,2010-02-19,,['68100'],SW7 5QF,False,False
07177906,REPUTABLE RESOURCES LIMITED,active,ltd,2010-03-04,,['82990'],HA3 8DP,False,False
07118904,CAVENDISH HEALTH PROVIDER LTD,active,ltd,2010-01-07,,['86210'],DE23 8RJ,False,False
07235690,RJS SUPERBIKES LIMITED,active,ltd,2010-04-27,,['45400'],LE9 7QE,False,False
07398897,BARNABY'S DAY NURSERY LIMITED,active,ltd,2010-10-06,,"['85100', '88910']",HD9 7HA,False,False
07240772,YARL HYDRACENTRE LIMITED,active,ltd,2010-04-30,,['33190'],LA14 4RF,False,False
07405435,FAIRWYNS COURT (SUTTON) MANAGEMENT COMPANY LTD,active,ltd,2010-10-13,,['98000'],KT18 5QG,False,False
07304887,BUCKINGHAM GARDEN CENTRE LTD.,active,ltd,2010-07-05,,['47760'],MK18 4AE,False,False
07443374,THE ACTIVE BODY STUDIO LTD,active,ltd,2010-11-18,,['93130'],TN11 9HB,False,False
07246348,REDSELLA LIMITED,active,ltd,2010-05-07,,"['82990', '96090']",SN15 3RS,False,False
07395668,MANSA TECH LTD,active,ltd,2010-10-04,,['62012'],GU22 9LZ,False,False
07366486,PEDAL FIT LTD,active,ltd,2010-09-06,,['93199'],CB24 6BQ,False,False
07223109,WHITE ROCK NURSING HOME LIMITED,active,ltd,2010-04-14,,['86900'],BH25 7BQ,False,False
07128962,VISION LEISURE UPHOLSTERY LTD,active,ltd,2010-01-19,,['15120'],SY6 6BN,False,False
07231931,TOFT'S DINING ROOMS LTD,active,ltd,2010-04-22,,['56101'],LL53 7RU,False,False
07133469,RUBEKSLATER LTD,active,ltd,2010-01-22,,['70229'],GU6 7HW,False,False
07231214,DR M HARVEY ASSOCIATES LTD,active,ltd,2010-04-22,,['99999'],SM3 8ET,False,False
07232701,FLOGAS ENTERPRISE SOLUTIONS (UK) LIMITED,active,ltd,2010-04-22,,['70100'],LE7 1PF,False,False
07231814,IAW INSTALLATIONS LIMITED,active,ltd,2010-04-22,,['43999'],SS17 8HU,False,False
07229532,AUTOMOTIVE & INDUSTRIAL CONSUMABLES LIMITED,active,ltd,2010-04-20,,['96090'],LS27 0HG,False,False
07229595,GONE RACING LTD,active,ltd,2010-04-20,,['93199'],RG17 7TN,False,False
07227993,CASTLE VIEW CONSULTING LIMITED,active,ltd,2010-04-20,,['70229'],BD23 1NT,False,False
07228993,LEACH-ELECTRICS LIMITED,active,ltd,2010-04-20,,['43210'],AL3 7LR,False,False
07453866,FTS FMCG LTD,active,ltd,2010-11-29,,"['46170', '46470']",M8 9UE,False,False
07134623,CYNERGI LIMITED,active,ltd,2010-01-25,,['71111'],LN9 5QF,False,False
07256544,PSG COMMUNICATIONS LTD,active,ltd,2010-05-18,,['82990'],AL2 1HA,False,False
07136562,ITECH PROJECT SOLUTIONS LIMITED,active,ltd,2010-01-26,,['62090'],MK17 8GQ,False,False
07257317,P MORRIS CARPENTRY LIMITED,active,ltd,2010-05-18,,['43320'],BN11 1RY,False,False
07352322,TERRA LIBERTAS LIMITED,active,ltd,2010-08-20,,['58110'],BN21 1BF,False,False
07405953,LANDSTRUCTION LIMITED,active,ltd,2010-10-13,,['43999'],CH5 2LE,False,False
07410741,SHOREDITCH STABLES LIMITED,active,ltd,2010-10-18,,['68209'],M15 5QJ,False,False
07262634,BARLEYLODGE CONSULTING LIMITED,active,ltd,2010-05-24,,['70229'],S73 0PJ,False,False
07254692,PROFESSIONAL POOL TABLE SERVICES LTD,active,ltd,2010-05-14,,['96090'],SK15 2TQ,False,False
07279378,MP VENTURE LIMITED,active,ltd,2010-06-09,,['47110'],SO16 7FP,False,False
07285506,PHARMADENT HOLDINGS LIMITED,active,ltd,2010-06-15,,['70100'],IG10 4PL,False,False
07273072,MERLIN INITIATIVES LIMITED,active,ltd,2010-06-03,,['59200'],B76 1LG,False,False
07201534,STRAIGHT SIX LIMITED,active,ltd,2010-03-24,,['59200'],SE21 8EN,False,False
07160239,SOVEREIGN CARE LIMITED,active,ltd,2010-02-17,,['86900'],BH14 0HU,False,False
07170818,RRR CONSULTANCY LIMITED,active,ltd,2010-02-26,,"['72200', '96090']",DN21 5RF,False,False
07292598,WORLD MEDIA AND EVENTS LIMITED,active,ltd,2010-06-22,,['93290'],W1W 7LT,False,False
07171911,SPICE FUSION (UCKFIELD) LIMITED,active,ltd,2010-03-01,,['56101'],TN22 1AP,False,False
07402861,NIMBUS SOFTWARE LIMITED,active,ltd,2010-10-11,,"['62012', '63110']",NR6 7HW,False,False
07397636,XAKT LTD,active,ltd,2010-10-05,,['70229'],TN9 2BL,False,False
SC390717,T. C. JEWELLERS LIMITED,active,ltd,2010-12-22,,['32120'],G12 8RE,False,False
07231595,CREST APARTMENTS (ILFRACOMBE) LIMITED,active,ltd,2010-04-22,,['55900'],SS3 0LS,False,False
07229681,PRETTY GRAPH LIMITED,active,ltd,2010-04-20,,['62012'],SE15 3AN,False,False
07310546,ATC ACCOUNTANTS LIMITED,active,ltd,2010-07-09,,['69202'],WC2H 7AS,False,False
07394376,JAIV LTD,active,ltd,2010-10-01,,['47910'],RM13 8UP,False,False
07240450,HANSEN & ASSOCIATES LTD,active,ltd,2010-04-30,,['68100'],TN13 3AF,False,False
07241692,BEM BRASIL LIVERPOOL LIMITED,active,ltd,2010-05-04,,['56101'],M1 1FJ,False,False
07446120,J P E SYSTEMS LIMITED,active,ltd,2010-11-22,,['62020'],NG9 1AJ,False,False
07256979,KERRYDEAN LTD,active,ltd,2010-05-18,,['43320'],EN9 2HB,False,False
07418296,PSYCHOTHERAPYUK TRAINING LIMITED,active,ltd,2010-10-25,,['86900'],W1W 8QR,False,False
07209629,BLACKTHORN TRAINING & CONSULTANCY LTD,active,ltd,2010-03-31,,['85590'],YO42 1PJ,False,False
07125916,CDR ELECTRICAL (MIDLANDS) LTD,active,ltd,2010-01-14,,['43210'],B91 2SX,False,False
07241954,BLOXHAM PROFESSIONAL SERVICES LTD,active,ltd,2010-05-04,,['70229'],LD2 3BP,False,False
07336653,SIMLEC LIMITED,active,ltd,2010-08-05,,['43210'],CR2 9BW,False,False
07401782,BLUEUK. LTD,active,ltd,2010-10-08,,['72190'],M27 5TD,False,False
07228357,WESTBUILD (DONCASTER) LIMITED,active,ltd,2010-04-20,,['41100'],WF9 4BA,False,False
07120335,LONDON SMART LTD,active,ltd,2010-01-08,,['47110'],NW2 1NT,False,False
07226957,MCDANIEL & CO. LIMITED,active,ltd,2010-04-19,,['69102'],NE8 3DF,False,False
07219776,HYGENO LTD,active,ltd,2010-04-12,,['32990'],HU15 2TB,False,False
07233994,M JONES WEB DESIGN LIMITED,active,ltd,2010-04-23,,['62020'],M21 0ZL,False,False
07248149,BULLET RECORDS LIMITED,active,ltd,2010-05-10,,['99999'],HP5 1EG,False,False
SC372352,GP CCC 2010 LIMITED,active,ltd,2010-02-04,,['64999'],EH3 9WJ,False,False
07252176,GOLDFIELD DEVELOPMENTS LIMITED,active,ltd,2010-05-13,,['41100'],EC4M 7RD,False,False
07245019,3G TRUCK & TRAILER PARTS LTD,active,ltd,2010-05-06,,['45310'],S62 6EF,False,False
07291926,CHATERS WHOLESALE LTD,active,ltd,2010-06-22,,['46900'],EN4 8AL,False,False
07298533,HARRISON VARMA PROJECTS LIMITED,active,ltd,2010-06-29,,['41202'],N3 1XW,False,False
07245647,WESTMOUNT MUSIC LTD,active,ltd,2010-05-06,,['47591'],SL7 3LX,False,False
SC384219,INVERNESS EVERGREEN LIMITED,active,ltd,2010-08-24,,['56103'],G3 7SP,False,False
07449408,COYLE CONSULTING LTD,active,ltd,2010-11-24,,['64999'],HP13 6EH,False,False
07249322,COTTONED ON LTD,active,ltd,2010-05-11,,"['14190', '82990']",KT13 8LU,False,False
07448486,PIXELPULSE MEDIA LTD,active,ltd,2010-11-23,,['74100'],WA14 5GL,False,False
07254823,ENVIRONMENTS FOR LEARNING LEEDS PFI FOUR LIMITED,active,ltd,2010-05-14,,"['82990', '85600']",LS1 5AB,False,False
07302517,TRI-GLADE CLEANING SERVICES LTD,active,ltd,2010-07-02,,['81210'],UB10 0FD,False,False
07246157,CAREER DRIVE RESOURCING LTD,active,ltd,2010-05-07,,['78109'],NN10 8BW,False,False
07250140,ADINI DERMATOLOGY LIMITED,active,ltd,2010-05-11,,['86220'],BB7 9WB,False,False
07212681,33 BREAKSPEARS ROAD MANAGEMENT COMPANY LIMITED,active,ltd,2010-04-06,,['98000'],SE4 1XR,False,False
07254717,JACKSON SCULPTURE CONSERVATION LTD,active,ltd,2010-05-14,,['96090'],TW20 9HE,False,False
07247921,JSJTLJ 2017 LIMITED,active,ltd,2010-05-10,,['93199'],IP2 0EH,False,False
07232382,ALPHABETCLUB.COM LIMITED,active,ltd,2010-04-22,,['74100'],SY2 5LR,False,False
07181630,MTG FINANCIAL LIMITED,active,ltd,2010-03-08,,['62020'],RM6 4DE,False,False
07221916,ALIJOE SERVICES LTD,active,ltd,2010-04-13,,['45200'],RM8 1QH,False,False
07235724,FEDE SOLUTIONS LIMITED,active,ltd,2010-04-27,,['82990'],WD7 7AR,False,False
07244558,GLOBAL AIR COURIERS LTD,active,ltd,2010-05-06,,['52230'],E1 0SG,False,False
07246850,THE OLD CHAPEL BRENDON LIMITED,active,ltd,2010-05-07,,"['11010', '73120']",EX35 6PT,False,False
07205097,AQUASEES LIMITED,active,ltd,2010-03-26,,['96090'],SE9 3LH,False,False
07345087,JSE GROUNDWORKS LIMITED,active,ltd,2010-08-13,,['43390'],SN25 3DH,False,False
SC386288,MONEYTAGS LTD,active,ltd,2010-09-30,,['62012'],G83 7DB,False,False
07403165,MILL TRADING (MIDDLEWICH) LIMITED,active,ltd,2010-10-11,,['13300'],CW10 9HQ,False,False
07428337,SIRIUS FINANCIAL PLANNING LIMITED,active,ltd,2010-11-03,,['64999'],B77 5DE,False,False
07407310,OVERDALES LEGAL LIMITED,active,ltd,2010-10-14,,['64999'],LS15 8GH,False,False
07370319,THISTLE CONSTRUCTION (BURTON-ON-TRENT) LTD,active,ltd,2010-09-09,,['42990'],DE13 0NY,False,False
07343064,MILLGARTH LIMITED,active,ltd,2010-08-11,,['13100'],HD2 1DU,False,False
07254715,VENTRIX LIMITED,active,ltd,2010-05-14,,['82990'],N2 8EY,False,False
07226562,KIPPUN ASSOCIATES LIMITED,active,ltd,2010-04-17,,['70229'],SW19 7JL,False,False
07227170,ELITE WINDSCREENS & BODYGLASS LIMITED,active,ltd,2010-04-19,,['45310'],LS25 2DE,False,False
07133629,IP MULTIHOME LIMITED,active,ltd,2010-01-22,,"['62030', '63110', '68209', '77330']",SK9 4GB,False,False
07476916,PHEMACARE LTD,active,ltd,2010-12-22,,['82990'],B16 8XF,False,False
07254205,ALVAGO LIMITED,active,ltd,2010-05-14,,['70229'],WC2H 7HF,False,False
07251316,MARYLANDS CONSULTING LIMITED,active,ltd,2010-05-12,,['82990'],CB9 8AD,False,False
SC383057,LORNAL LIMITED,active,ltd,2010-08-03,,['70229'],G84 9BJ,False,False
07348485,ECCENTRIC O LTD,active,ltd,2010-08-17,,['90030'],MK10 7AA,False,False
07119394,LENUS GLOBAL LTD.,active,ltd,2010-01-07,,"['86220', '96090']",LE3 9QW,False,False
07249747,PUPPY MOUSE LIMITED,active,ltd,2010-05-11,,['82990'],PE28 0HW,False,False
07149870,REFRIGERATION GASES LTD,active,ltd,2010-02-08,,['99999'],WA3 1HR,False,False
07152511,R M TECHNICAL CONSULTANTS LIMITED,active,ltd,2010-02-10,,['96090'],DN15 7PA,False,False
07346690,BEAVER GREEN MANAGEMENT LIMITED,active,ltd,2010-08-16,,['81100'],NG2 7QA,False,False
07259800,PKSV LEISURE LIMITED,active,ltd,2010-05-20,,['56302'],RG1 8EQ,False,False
07138634,MABEL COMMUNICATIONS LTD,active,ltd,2010-01-28,,['73110'],SW4 6JU,False,False
07246983,RMH PROJECT MANAGEMENT LIMITED,active,ltd,2010-05-07,,['82990'],WN7 3DN,False,False
07140261,PIER CONTRACTORS LIMITED,active,ltd,2010-01-29,,['43999'],EC1V 1LJ,False,False
07315694,AGIPSON INCORPORATION LTD,active,ltd,2010-07-15,,['62020'],SS17 0GF,False,False
07252872,CHARLES DURRANS TANKERS LIMITED,active,ltd,2010-05-13,,['82990'],S75 4BB,False,False
SC388189,PAULA VEVERKA PHOTOGRAPHY LTD,active,ltd,2010-11-04,,['74202'],G1 3NQ,False,False
SC384296,GLENQUEST LIMITED,active,ltd,2010-08-25,,['70221'],G2 4HB,False,False
NI603275,A G WILSON LIMITED,active,ltd,2010-05-26,,['42990'],BT63 5NU,False,False
NI602650,FLYNN & COMPANY ACCOUNTANTS LIMITED,active,ltd,2010-03-26,,['69201'],BT62 3EP,False,False
07121808,AVONPARK VILLAGE (CARE HOMES) LIMITED,active,ltd,2010-01-11,,['82990'],SW1W 0AU,False,False
07290412,ASPULL ENTERTAINMENTS LTD,active,ltd,2010-06-21,,['56301'],WN2 1PX,False,False
07243897,PINECREST INVESTMENTS LTD,active,ltd,2010-05-05,,['68209'],LU3 3FH,False,False
07253096,SP FINANCIAL PLANNING LIMITED,active,ltd,2010-05-13,,['64999'],LS27 7GF,False,False
07223500,JUST COMMERCIALS VEHICLE REPAIRS LTD,active,ltd,2010-04-14,,['45200'],RG7 4PW,False,False
07202061,FLO CONSULTANTS LIMITED,active,ltd,2010-03-25,,['68209'],KT13 0HN,False,False
07392049,STORAGE IDEAS UK LIMITED,active,ltd,2010-09-30,,['46180'],S66 1AG,False,False
07370298,WILD BANDIT LTD,active,ltd,2010-09-09,,['90040'],RG10 0RR,False,False
SC372922,SOURCE PROPERTY (SCOTLAND) LTD.,active,ltd,2010-02-12,,['68310'],G81 1BL,False,False
07157900,KWONG LEE & CO LIMITED,active,ltd,2010-02-15,,['69203'],NW2 7HD,False,False
07390897,ROUT666 LIMITED,active,ltd,2010-09-29,,['96090'],EN10 6GE,False,False
07441404,SILITUS LIMITED,active,ltd,2010-11-16,,['68320'],WC2B 5AH,False,False
07333088,T-CONNECT ELECTRICAL LIMITED,active,ltd,2010-08-02,,['43210'],LE67 5QB,False,False
07155571,VISTA (LONDON) LIMITED,active,ltd,2010-02-12,,['68209'],TW9 4LN,False,False
07384620,APPTECHNOLOGY LIMITED,active,ltd,2010-09-22,,"['58290', '62020']",EC3A 8BF,False,False
07250252,MACAULEY SMITH LIMITED,active,ltd,2010-05-11,,['69102'],SE8 5AD,False,False
SC377894,ALMOND CLEANING SERVICES LIMITED,active,ltd,2010-05-04,,['81222'],EH54 6AX,False,False
07212054,SOUTH EAST DRAINAGE SERVICES LIMITED,active,ltd,2010-04-06,,['39000'],PO7 6AG,False,False
07190451,GLOBAL ECM SOLUTIONS LTD,active,ltd,2010-03-16,,['62090'],UB6 7JD,False,False
SC382460,CAKES DIRECT LIMITED,active,ltd,2010-07-23,,['56290'],ML1 1BN,False,False
07211709,TCMV SOLUTIONS LIMITED,active,ltd,2010-04-01,,['68320'],BH14 8BL,False,False
07248501,PENDEZA LIMITED,active,ltd,2010-05-10,,['47710'],AL1 1DT,False,False
07199908,RUBY FILMS (TOAST) LIMITED,active,ltd,2010-03-23,,['82990'],SG19 1LB,False,False
07308962,LOMBARD GROUP DEVELOPMENTS LIMITED,active,ltd,2010-07-08,,['68100'],DY13 9BZ,False,False
OC352865,OLD MILL AUDIT 2021 LLP,active,llp,2010-03-04,,,BA20 1SH,False,False
OC360306,BETHNAL GREEN LLP,active,llp,2010-12-15,,,HU13 0EU,False,False
OC353564,THE SEAPORT GROUP EUROPE LLP,active,llp,2010-03-24,,,SW1Y 4LR,False,False
OC351649,BAILOY ASSOCIATES LLP,active,llp,2010-01-21,,,UB7 0AQ,False,False
OC354289,SOBELL RHODES LLP,active,llp,2010-04-20,,,WD6 4PJ,False,False
OC357628,FOCUS CONSULTANTS 2010 LLP,active,llp,2010-09-03,,,DE24 8JY,False,False
OC356799,MPOWER PARTNERS LLP,active,llp,2010-07-29,,,BH25 6FJ,False,False
OC354626,PKG CONSULTANTS LLP,active,llp,2010-05-04,,,NG24 1EZ,False,False
OC352060,NIGEL BAWDEN PROJECTS LLP,active,llp,2010-02-04,,,TR14 0LY,False,False
OC358770,ALBION MILL LLP,active,llp,2010-10-18,,,HD6 4AH,False,False
OC358458,UK ELECTRICAL SUPPLIERS LLP,active,llp,2010-10-06,,,TW12 1RF,False,False
OC359262,LAINDON TRADING LLP,active,llp,2010-11-04,,,SS13 1RZ,False,False
OC359270,BROOKLANDS CLEVES LLP,active,llp,2010-11-04,,,EC2A 2AP,False,False
OC352378,R & R PROPERTY INVESTMENTS LLP,active,llp,2010-02-16,,,IG10 4PL,False,False
OC358832,RAYNOL PROPERTIES (CHELTENHAM) LLP,active,llp,2010-10-20,,,ST1 5SZ,False,False
OC360125,ACKROYD LEGAL (LONDON) LLP,active,llp,2010-12-08,,,E1 8AZ,False,False
OC359631,LIFE COVER FOR ALL LIMITED LIABILITY PARTNERSHIP,active,llp,2010-11-17,,,NE46 4TU,False,False
OC355794,ROUSE AUDIT LLP,active,llp,2010-06-21,,,HP9 1QL,False,False
OC353157,HOWARD WALLIS LLP,active,llp,2010-03-11,,,AL2 3QA,False,False
OC353162,RICHARD KLEINER LLP,active,llp,2010-03-11,,,EC3V 3QQ,False,False
OC359992,HANSON PEAK LLP,active,llp,2010-12-02,,,SO21 1BT,False,False
OC351642,OPTIONNET LLP,active,llp,2010-01-20,,,LE19 1RJ,False,False
OC352004,ISTRATEGIC ADVISORY LLP,active,llp,2010-02-02,,,SN16 9QW,False,False
OC359257,ELLS FARM LLP,active,llp,2010-11-04,,,RH5 5NH,False,False
OC360087,APFS FINANCIAL SOLUTIONS LLP,active,llp,2010-12-07,,,BB1 2QX,False,False
OC353860,SURREY AND SUSSEX ANAESTHETISTS LLP,active,llp,2010-04-06,,,BR1 3RA,False,False
OC355817,ROUSE PARTNERS LLP,active,llp,2010-06-22,,,HP9 1QL,False,False
OC351770,M2M COMMUNITY SOLICITORS LLP,active,llp,2010-01-27,,,HA2 0DU,False,False
OC360153,THE FOX & HOUNDS WINE & DINE LLP,active,llp,2010-12-09,,,WS13 6HX,False,False
OC352713,SIMMONS & SIMMONS LLP,active,llp,2010-03-01,,,EC2Y 9SS,False,False
OC353709,HARTLAND QUAY HOTEL LLP,active,llp,2010-03-30,,,EX2 7XE,False,False
OC352718,BULLINGDON CAPITAL LLP,active,llp,2010-03-01,,,GL2 7JE,False,False
OC354821,PANTEC CAPITAL LLP,active,llp,2010-05-11,,,HA1 1BQ,False,False
OC353789,WEBSTER HART LLP,active,llp,2010-03-31,,,SW6 4TJ,False,False
OC353339,RON MUECK (ART) LLP,active,llp,2010-03-17,,,NW8 0DL,False,False
OC358007,FLYING COUCH LLP,active,llp,2010-09-17,,,W1W 8BE,False,False
OC352078,BOSTON AND ALEXANDER LLP,active,llp,2010-02-05,,,CR8 2BR,False,False
OC354112,LOVEWELL BLAKE LLP,active,llp,2010-04-14,,,NR30 1HE,False,False
OC353895,RM LEGAL SOLICITORS LLP,active,llp,2010-04-07,,,SO17 1XN,False,False
OC352662,EA (UK) LLP,active,llp,2010-02-26,,,N12 8QA,False,False
OC352102,EAR TRUMPET CREATIVE LLP,active,llp,2010-02-06,,,GU34 2TY,False,False
OC352307,IDEASMITHS LLP,active,llp,2010-02-12,,,LS2 7HZ,False,False
OC353358,INTEGRATED SAFETY AND INVESTIGATION SERVICES LLP,active,llp,2010-03-18,,,RH12 3UA,False,False
OC353060,THE FAIRACRE PARTNERSHIP LLP,active,llp,2010-03-09,,,HR9 6RA,False,False
OC351443,BYRNE AND PARTNERS LLP,active,llp,2010-01-12,,,EC2V 8AS,False,False
OC353320,MIMIC RC LLP,active,llp,2010-03-17,,,CF23 5LS,False,False
OC353804,MOAT FARM HOUSE PROPERTIES LLP,active,llp,2010-04-01,,,B60 2BG,False,False
OC352595,JOHN WHITEMAN & CO LLP,active,llp,2010-02-24,,,WD17 1HP,False,False
OC353302,BURLISON INNS (UK) LLP,active,llp,2010-03-16,,,SG16 6EA,False,False
OC359107,SPRING VENTURES LLP,active,llp,2010-10-28,,,RG14 1QL,False,False
OC351727,NITHIA CAPITAL RESOURCES ADVISORS LLP,active,llp,2010-01-25,,,HA8 9UU,False,False
OC359698,FAITH & YOUNG LLP,active,llp,2010-11-22,,,SY12 0DF,False,False
OC353368,TIMBERLAND INVESTMENT RESOURCES EUROPE LLP,active,llp,2010-03-18,,,SW1Y 4UR,False,False
OC352415,"CATHEDRAL (MOVEMENT, GREENWICH) LLP",active,llp,2010-02-17,,,SW1E 5JL,False,False
OC359968,MANCHESTER SCHOOL OF MASSAGE LLP,active,llp,2010-12-01,,,EC1A 9ET,False,False
OC354682,ALSTERS KELLEY LLP,active,llp,2010-05-05,,,,False,True
OC360158,DECCAN PRIME SOLICITORS LLP,active,llp,2010-12-09,,,HA1 2DX,False,False
OC357110,TOOLEY DEVELOPMENTS LLP,active,llp,2010-08-12,,,RH2 9AA,False,False
OC353122,JAMES & SHANE PARKIN LLP,active,llp,2010-03-11,,,SS8 9DE,False,False
SO302645,WYND PROPERTY LLP,active,llp,2010-01-11,,,PA4 8WF,False,False
OC351982,MKB SOLICITORS LLP,active,llp,2010-02-02,,,S70 2LP,False,False
OC360290,VINEYARD STREET LLP,active,llp,2010-12-15,,,CO9 3AG,False,False
OC358938,FOOTPRINT INVESTIGATIONS (CSE) LLP,active,llp,2010-10-22,,,WV2 4DG,False,False
