company_number,n_officers_total,n_officers_active
10758067,1,1
10777287,2,2
10758820,1,1
10729847,2,0
10723972,4,1
11000649,1,1
10746406,1,1
10770648,1,1
10632835,2,2
10741791,1,1
10784441,2,2
10723142,1,1
10707121,1,1
10718158,1,1
10721181,2,1
10730761,2,1
10737904,1,1
10828430,1,1
10776696,1,1
10630004,2,2
10738825,2,2
10733978,2,0
10771220,2,2
10623950,5,4
10615613,1,1
10740093,2,2
10752071,1,1
10757477,2,1
10622034,1,1
10933085,3,3
10754272,1,1
11104946,2,1
11091843,1,1
11022484,1,1
11026819,1,1
11091755,3,1
11079045,2,1
11106995,2,0
11106573,5,1
11005430,2,2
11045306,3,1
11106327,1,1
11033037,4,2
11124366,2,1
11053194,1,1
11089048,1,1
11014471,1,1
10698789,1,1
11069325,7,1
11040567,1,1
11059589,2,2
11033233,1,1
11048058,1,1
11063438,1,1
11041401,3,2
10915487,1,1
10778420,1,1
10755355,1,1
11032912,1,1
10734610,3,3
11026572,2,2
11027540,1,1
10646273,1,1
10661357,3,3
10730219,7,4
11121448,3,3
10770194,1,1
10750426,11,2
10850966,1,1
11062015,1,1
10790325,2,1
10733021,3,1
OC419787,5,5
OC420426,5,2
OC419293,2,2
SO306196,2,2
OC415655,3,2
SO306197,2,2
OC417013,3,2
OC420045,4,2
OC419403,2,2
OC420022,4,2
OC420436,2,2
OC416344,2,2
OC420204,2,2
OC419613,6,5
OC420203,2,2
OC415618,23,13
OC419359,2,2
OC417223,2,2
OC417099,2,2
OC415926,2,2
SO305973,4,3
OC419355,2,2
OC419427,4,2
OC416631,2,2
OC416454,4,4
OC420476,3,3
OC416078,6,5
OC418579,2,2
OC419947,3,2
OC419412,2,2
OC416038,6,6
OC420114,5,3
SO306049,3,2
OC417029,5,2
OC420291,5,2
OC416029,4,3
OC419551,3,2
OC419960,5,4
OC419793,20,5
OC419695,2,2
OC415357,2,1
OC419855,14,10
OC416862,2,2
OC420018,3,3
OC416636,2,2
OC417818,9,2
OC416393,3,3
OC420453,3,3
OC416695,2,2
OC416030,2,2
NC001425,3,2
OC416820,2,2
OC416545,6,6
OC416166,5,5
OC420183,7,7
OC416642,2,2
OC418765,2,2
NC001404,5,2
OC415489,4,3
OC420300,3,2
OC420318,2,2
OC419395,3,2
OC416112,2,2
OC415763,2,2
OC415598,2,2
OC415521,3,3
OC419237,2,2
OC420351,5,2
OC420098,4,4
OC416143,2,2
OC419743,8,2
OC418668,8,7
OC416039,19,15
OC416511,3,2
OC415308,4,2
OC419283,4,3
OC419286,5,3
OC418574,2,2
OC417067,2,2
NC001444,2,2
OC415352,4,4
OC416052,3,3
OC419544,8,7
OC417715,13,2
OC418654,2,2
OC415942,2,2
OC416485,3,3
OC419425,5,4
OC419262,4,2
OC416579,3,2
OC417105,16,8
OC416757,5,3
OC419554,2,2
OC416800,2,2
OC415757,2,2
SO306054,2,2
SO306138,2,2
OC416113,6,2
SO306051,2,2
OC419982,4,2
OC416374,2,2
OC416364,10,2
OC415738,2,2
OC417206,3,2
OC415832,2,2
OC416065,2,2
OC417387,2,2
OC417125,3,3
OC416491,2,2
OC418530,7,2
OC417318,33,3
OC417738,4,3
OC416271,22,17
OC419797,3,2
OC420405,7,2
OC415816,7,6
OC420402,5,2
SO306064,20,19
OC419108,3,2
OC419717,2,2
OC416135,2,2
OC417118,2,2
OC415561,2,2
OC416665,5,5
OC416353,3,2
OC417523,2,2
OC416970,2,1
OC416788,14,6
OC416025,5,5
OC416702,10,3
OC418100,2,2
OC417126,3,2
OC416422,11,2
OC415395,6,6
OC416533,2,2
OC415498,2,2
OC415426,2,2
NC001437,4,2
OC418077,2,2
OC420451,3,3
OC419158,4,3
OC416960,2,2
OC415944,2,2
OC419222,17,11
OC415815,2,2
OC417790,3,2
OC417475,2,2
OC416957,9,2
OC416157,6,5
OC416685,2,2
OC419883,2,2
SO305989,2,2
OC419696,2,2
OC416327,3,2
OC420219,4,3
OC416100,8,5
OC420142,2,2
OC416493,2,2
OC416483,3,2
OC416407,3,2
SO305967,3,3
OC416626,3,2
SO305940,14,12
OC420067,6,3
OC416355,2,2
OC420127,4,2
OC416149,2,2
OC418056,3,2
OC418053,3,2
OC417276,3,2
OC416229,6,2
OC416616,5,3
OC420339,2,2
SO306265,2,2
OC416907,2,2
OC415368,5,3
OC420258,10,5
OC418079,2,2
SO305934,2,2
OC420329,4,3
OC420247,3,2
OC420246,3,2
OC416058,14,9
OC416512,2,2
OC415532,3,3
OC416277,3,3
OC416451,2,2
OC415608,76,35
OC416376,3,3
OC416632,2,2
OC415589,4,4
OC418475,3,3
SO306033,4,3
OC419583,3,3
OC418860,2,2
OC415778,4,4
OC420004,4,2
NC001422,4,3
OC416765,3,0
OC415929,4,3
NI642985,2,1
NI643037,4,3
NI643042,2,2
NI643138,1,1
NI643080,3,2
NI643105,2,2
NI643118,1,1
NI643145,2,2
NI643109,1,1
NI643120,1,1
NI643122,1,1
NI643115,2,1
NI643161,2,2
NI643183,1,1
NI643174,1,1
NI643170,1,1
NI643159,1,1
NI643173,1,1
NI643164,2,2
NI643167,1,1
NI643189,2,2
NI643290,1,1
NI643194,1,1
NI643208,2,2
NI642951,1,1
NI643009,2,2
NI643004,1,1
NI643005,1,1
NI643253,1,1
NI643241,1,1
NI643309,1,1
NI642963,1,1
NI643060,1,1
NI643268,2,2
NI642964,2,1
NI642968,1,1
NI643043,1,1
NI642960,3,3
NI643000,1,1
NI643199,1,1
NI643144,1,1
NI643041,1,1
NI643229,1,1
NI642939,2,2
NI642952,1,1
NI642970,2,2
NI643089,1,1
NI643212,1,1
NI643273,1,1
NI642971,1,1
NI643012,3,3
NI643129,1,1
NI643278,2,1
NI643238,1,1
NI642965,2,2
NI643003,1,1
NI643001,1,1
NI643346,3,3
NI643367,2,1
NI643369,3,3
NI643390,2,1
NI643342,1,1
NI643365,1,1
NI643552,2,1
NI643564,4,3
NI643396,1,1
NI643331,1,1
NI643407,2,2
NI643508,1,1
NI643516,1,1
NI643595,1,1
NI643652,1,1
NI643474,1,1
NI643477,1,1
NI643479,1,1
NI643728,3,1
NI643494,1,1
NI643588,3,0
NI643592,2,1
NI643501,1,1
NI643503,3,2
NI643557,2,2
NI643454,1,1
NI643471,1,1
NI643666,1,1
NI643352,4,1
NI643509,1,1
NI643438,1,1
NI643551,1,1
NI643482,1,1
NI643565,1,1
NI643573,2,2
NI643512,1,1
NI643583,3,3
NI643567,1,1
NI643439,3,1
NI643649,2,1
NI643598,2,1
NI643602,2,1
NI643631,1,1
NI643665,2,1
NI643662,2,2
NI643765,2,2
NI643781,1,1
NI643653,1,1
NI643663,1,1
NI643750,1,1
NI643673,2,1
NI643667,2,2
NI643777,3,3
NI643654,2,2
NI643803,2,2
NI643612,2,2
NI643634,1,1
NI643674,2,1
NI643647,2,2
NI643776,1,1
NI643642,1,1
NI643832,1,1
NI643884,2,1
NI644167,1,1
NI644187,2,2
NI644294,1,1
NI643759,1,1
NI643937,1,1
NI643860,1,1
NI643870,2,1
NI644482,2,1
NI643680,2,1
NI643714,1,1
NI643753,1,1
NI643966,1,1
NI644427,2,2
NI644461,2,2
NI644476,1,1
NI643748,2,2
NI643856,9,8
NI643713,2,1
NI644460,3,3
NI643683,2,2
NI643863,2,2
NI643912,1,1
NI644254,1,1
NI643817,1,1
NI643877,1,1
NI644439,1,1
NI643740,2,2
NI644468,3,3
NI644474,2,2
NI644173,2,2
NI644471,1,1
NI643917,2,2
NI643931,4,1
NI643838,1,1
NI643716,2,1
NI644466,2,1
NI644486,4,4
NI643814,1,1
NI643835,3,1
NI643879,1,1
NI643712,1,1
NI643927,2,1
NI643849,1,1
NI643840,4,1
NI643880,2,1
NI644430,1,1
NI643968,1,1
NI644480,1,1
NI644504,1,1
NI644535,2,2
NI644117,1,1
NI643981,1,1
NI644544,1,1
NI643882,1,1
NI643895,1,1
NI644012,1,1
NI644500,3,3
NI644503,2,2
NI644513,3,1
NI644511,1,1
NI644050,2,2
NI644113,1,1
NI643897,2,2
NI644526,2,2
NI644028,2,2
NI644106,1,1
NI644110,2,2
NI643998,1,1
NI644524,2,1
NI644022,1,1
NI643902,1,1
NI644495,3,3
NI644027,1,1
NI643898,2,2
NI644199,1,1
NI644696,2,2
NI644125,1,1
NI644159,1,1
NI644157,3,1
NI644161,1,1
OC416714,2,2
OC416798,2,2
OC416460,2,2
OC416237,2,2
OC416238,2,2
OC416411,2,2
OC416133,5,5
OC416207,15,15
OC416412,5,5
OC416518,2,2
OC416358,2,2
OC416687,2,2
OC416452,2,2
OC416269,4,2
OC416339,3,2
OC417121,3,3
OC417349,3,3
OC416179,2,2
OC416248,2,2
OC416300,4,2
OC417047,2,2
OC417325,2,2
OC417354,2,2
OC417357,2,2
OC417245,4,4
OC416173,3,2
OC416377,2,2
OC416508,3,3
OC416677,2,2
OC416888,4,2
OC416921,3,2
OC416197,3,2
OC416446,3,2
OC416320,2,2
OC416442,2,1
OC416971,2,2
OC416696,3,2
OC416240,2,2
OC416272,2,2
OC416227,2,2
OC416882,2,2
OC416468,2,2
OC416284,2,2
OC416285,2,2
OC416177,2,2
OC416392,2,2
OC416448,3,2
OC416502,3,3
OC416563,4,3
OC416289,2,2
OC416781,17,4
OC416812,3,3
OC416789,2,2
OC416791,2,2
OC416906,2,2
OC416910,3,2
OC416641,2,2
OC416384,6,6
OC416504,2,2
OC416539,2,2
OC416794,31,28
OC416876,2,2
OC417146,2,2
OC417150,2,2
OC416350,2,2
OC417195,5,2
OC417369,2,2
OC416147,3,2
OC417317,3,3
OC417394,7,3
OC417254,5,2
OC417094,2,2
OC417133,2,2
OC417218,2,2
OC417256,3,2
OC416610,4,2
OC417177,3,3
OC417500,8,3
OC416349,2,2
OC416773,7,2
OC416818,2,2
OC417476,3,3
OC417435,2,2
OC417469,2,2
OC417505,5,5
OC417515,2,1
OC417028,2,2
OC417525,3,3
OC417229,2,2
OC417856,4,4
OC416715,5,3
OC417174,2,2
OC417191,2,2
OC416436,2,2
OC416570,4,2
OC417562,3,2
OC417402,2,2
OC417278,5,5
OC416946,2,2
OC416728,2,2
OC417077,2,2
OC417466,5,4
OC416346,3,3
OC417733,2,2
OC417220,3,3
OC416474,2,2
OC417313,4,3
OC417406,2,2
OC416690,3,2
OC416802,2,2
OC416490,2,2
OC417168,1,2
OC417499,2,2
OC417504,2,0
OC417112,2,2
OC416432,2,2
OC416434,28,2
OC417345,4,4
OC417932,2,2
OC416276,3,1
OC417235,4,4
OC417352,2,2
OC417384,2,2
OC417179,2,2
OC417539,2,2
OC417463,14,1
OC417492,2,2
OC416478,3,3
OC417662,2,2
OC417246,2,1
OC417490,3,2
OC417512,3,3
OC417555,2,2
OC417778,2,2
OC417207,3,1
OC417226,2,2
OC417474,2,2
OC417782,2,2
OC416655,2,2
OC417930,3,2
OC417949,3,2
OC418030,3,3
OC417812,2,2
OC417894,2,2
OC417587,2,2
OC417970,2,2
OC418090,2,2
OC417810,3,3
OC417983,2,2
SO305977,2,2
SO306182,2,2
SO306193,2,2
SO306199,3,1
SO305935,2,2
SO306190,2,2
SO305950,2,2
SO306043,3,2
SO306111,2,2
SO306187,24,2
SO306192,2,2
SO306160,2,2
SO305942,2,2
SO306032,3,2
SO306208,2,2
SO306025,2,2
SO306205,2,2
SO305980,2,2
SO305941,2,2
SO305976,3,3
SO306048,3,2
SO306176,6,6
SO306233,2,2
SO306134,6,2
SO305969,2,2
SO306027,2,1
SO306149,3,1
SO305961,2,2
SO305994,28,1
SO306112,3,3
SO306118,2,2
SO306069,2,2
SO306158,2,2
SO306228,42,1
SO305964,2,2
SO306015,3,1
SO306170,2,2
SO306090,2,2
SO306003,29,1
SO306073,3,3
SO306143,2,2
SO306150,4,2
SO305948,2,2
SO306007,39,1
SO306151,2,2
SO305981,2,2
SO305957,2,2
SO306058,2,2
SO306207,2,2
SO306167,5,3
SO306006,24,1
SC608292,1,1
SC612348,1,1
SC611543,1,1
SC614988,2,1
SC612116,1,1
SC611835,1,1
SC612895,1,1
SC612538,1,1
SC615344,1,1
SC615760,4,0
SC616152,1,1
SC612080,1,1
SC613179,2,1
SC610893,1,1
SC615752,1,1
SC614049,5,2
SC613062,1,1
SC613871,1,1
SC613017,1,1
SC615372,1,1
SC617136,1,1
SC614191,1,1
SC613952,1,1
SC610337,1,1
SC615115,1,1
11397185,1,1
11528309,1,1
11658105,6,3
11505971,2,2
11351382,2,2
11604920,1,1
11641822,1,1
11352438,2,1
11394440,1,1
11494408,4,1
11294429,4,3
11556304,2,1
SC591175,1,1
SC600883,1,1
SC604147,5,0
SC600600,1,1
SC604069,1,1
SC595304,1,1
SC605766,1,1
SC599381,2,1
SC596190,1,1
SC602734,2,2
SC588609,1,1
SC588665,1,1
SC591567,1,1
SC588483,1,1
SC603907,2,1
SC600501,1,1
SC600272,1,1
SC608062,1,1
SC606054,2,1
SC601103,6,2
SC593071,2,2
SC599018,1,1
SC602558,1,1
SC598964,1,1
SC605387,2,2
SC606172,4,1
SC601817,1,1
SC594712,1,1
SC595290,2,1
SC605067,1,1
SC599484,1,1
SC602725,2,1
SC594123,1,1
SC596457,2,1
SC596574,2,1
SC602864,3,1
SC606597,1,0
SC603052,3,2
SC604724,4,2
SC588653,1,1
SC598876,1,1
SC595360,3,1
SC597411,2,1
SC588570,4,2
SC595185,1,1
SC605989,2,1
SC593352,2,2
SC607484,1,1
SC594900,1,1
SC597790,2,2
SC598969,1,1
SC601035,2,1
SC605676,1,1
SC604443,1,1
SC602256,1,1
SC602259,2,1
SC603323,3,1
SC601548,1,1
SC603689,1,1
SC593054,2,2
SC604333,2,2
SC606937,1,1
SC601321,2,1
SC604364,1,1
SC606812,3,2
SC607047,2,2
SC605074,1,1
SC591760,1,1
SC592578,1,1
SC593665,3,1
SC602703,2,0
SC591276,1,1
SC601843,2,1
SC602315,2,1
SC595349,2,1
SC607496,1,1
SC594292,1,1
SC605097,1,1
SC601529,2,1
SC598840,1,1
SC588608,1,1
SC593677,2,1
SC595704,1,1
SC599671,1,1
SC599984,2,1
SC599371,3,0
SC606132,1,1
SC602978,2,2
SC589954,2,2
SC596022,1,1
SC599704,1,1
SC590335,2,1
SC599046,2,2
SC607416,4,0
SC593074,2,1
SC603505,3,1
SC592249,1,1
SC605604,1,1
SC597563,3,1
SC597831,1,1
SC603088,1,1
SC603798,1,1
SC594756,1,1
SC602009,1,1
SC605025,2,1
SC603177,3,1
SC604522,1,1
SC591910,1,1
SC604079,1,1
SC603664,2,1
SC607659,2,1
SC602662,1,1
SC588864,1,1
SC604125,1,1
SC600375,1,0
SC598391,1,1
SC592808,2,1
SC606819,1,0
SC607589,2,2
SC606609,1,1
SC598010,1,1
11342682,2,1
11377608,2,1
11300833,1,1
11570578,2,2
11593602,1,1
11380751,2,2
11549371,2,2
11356268,2,2
11371418,2,2
11743818,1,1
11220485,2,2
SC604253,2,2
11129107,1,1
11304358,4,1
11174471,1,1
11201412,2,2
11213756,3,1
11193067,1,1
11228280,2,2
11189961,1,1
11225438,1,1
11237355,1,0
11289749,2,1
11292426,1,1
11192203,1,1
11164375,1,1
11195790,1,1
11191284,1,1
11259961,2,1
11146710,2,1
11174055,1,1
11191662,1,1
11213853,2,2
11297804,2,2
11178742,1,1
11141476,1,1
11162740,1,1
11173072,1,1
11241818,2,1
11175505,1,1
11143295,2,2
11148377,1,1
OC421036,5,4
OC423724,3,2
OC423584,6,4
OC423333,5,2
OC425107,2,2
OC423692,13,11
OC423775,5,4
OC422285,2,2
SO306520,3,3
OC423771,7,6
OC423519,3,3
SO306537,3,3
OC425091,3,3
NC001550,2,2
OC423068,2,2
OC424628,2,2
OC424042,2,2
OC424245,5,2
OC422309,3,2
NC001537,2,2
OC423236,3,2
OC422375,3,2
OC423530,3,3
OC422921,2,2
OC423386,2,2
OC424193,2,2
OC423839,3,2
OC422393,2,2
OC423811,2,2
OC424494,2,2
OC423817,4,2
OC423910,2,2
OC425225,4,2
SO306357,4,2
SO306512,7,6
OC425089,2,2
OC420887,7,6
OC424896,4,3
OC424221,6,6
OC422071,4,4
OC425192,25,18
OC421754,2,2
OC424545,3,3
OC421710,3,2
OC424877,4,2
OC424634,2,2
OC425297,3,2
OC425066,6,4
OC421168,2,2
OC420741,9,8
OC420724,6,6
SO306309,4,1
OC424681,2,2
OC421244,2,2
OC420970,4,3
OC420637,11,2
OC422007,2,2
OC425194,2,2
NC001562,7,4
OC420909,2,2
OC420910,3,3
OC424967,5,5
OC424837,2,2
OC424699,2,2
OC422084,4,4
OC422331,4,4
OC425356,12,10
OC424575,2,2
OC424573,3,2
OC422000,3,3
OC421570,7,5
OC425178,6,6
OC420770,2,2
SO306380,5,5
OC424671,2,2
OC424128,2,2
OC421802,2,2
OC425006,2,2
OC424544,2,2
OC423755,7,2
OC424549,2,2
OC424405,2,2
OC425349,3,2
OC420966,8,3
OC424274,3,3
OC424130,3,2
OC421212,3,3
OC421504,2,2
OC422319,2,2
NC001557,4,2
OC425202,2,2
OC424320,4,4
OC425169,4,4
OC420717,2,2
OC424491,4,4
OC424495,19,18
OC420616,4,2
SO306542,4,2
SO306545,4,2
SO306544,4,2
OC424167,2,2
OC423767,19,4
SO306547,2,2
OC424938,2,2
OC424461,2,2
OC424304,2,2
SO306530,4,3
OC424811,3,3
OC422553,3,2
OC422075,3,3
OC420735,30,28
OC424891,6,4
OC421087,2,2
OC421267,4,1
OC422295,7,3
OC424732,3,3
OC423812,3,2
OC420702,2,2
OC424229,2,2
OC425106,26,23
OC420874,6,2
OC424682,3,2
SO306575,2,2
SO306327,2,2
OC424979,8,7
OC422043,2,2
OC420812,7,2
OC421027,4,4
OC425023,4,2
OC425053,3,3
OC425215,2,2
OC422279,6,6
OC421797,2,2
OC425028,9,9
OC421832,2,2
OC422780,4,3
OC420536,2,2
OC425167,7,5
OC425002,4,4
OC425170,2,2
OC421728,86,35
OC421263,4,4
OC425336,3,3
SO306281,8,6
OC421357,2,2
OC422763,5,5
OC421170,22,12
OC424402,2,2
SO306368,2,2
OC424273,3,3
OC424236,2,2
OC424136,3,2
OC424129,5,3
OC423595,4,2
OC424977,8,4
OC424325,4,4
OC421759,2,2
SO306593,2,2
OC425309,4,4
OC422378,5,3
OC420602,3,3
OC424798,83,35
OC420987,5,2
NC001551,2,2
OC420765,2,2
OC425362,2,2
OC424020,3,3
OC422270,3,3
OC425227,2,2
OC423490,2,2
OC420535,6,3
SO306282,2,2
OC421256,35,21
OC425122,2,2
OC424263,5,4
OC424637,4,3
OC421185,2,2
OC420845,4,3
OC421465,5,2
OC422149,3,3
OC420785,3,2
OC425057,3,2
OC421601,2,2
OC420524,3,3
NC001498,3,3
OC424820,5,5
OC421440,2,2
OC420795,2,2
OC421360,8,8
OC421955,2,2
OC421996,9,7
OC422049,2,2
OC422379,5,3
OC422101,5,5
OC421975,4,2
OC423807,2,2
OC422039,4,2
OC421618,2,2
OC421876,33,28
OC422862,4,2
NI657238,1,1
NI656669,2,2
NI656823,1,1
NI657255,1,1
NI655827,2,2
NI655881,1,1
NI657185,1,1
NI657139,1,1
NI656707,1,1
NI657199,1,1
NI656317,1,1
NI656673,1,1
NI656678,1,1
NI656759,4,1
NI657250,1,1
NI656253,1,1
NI657398,1,1
NI657187,2,2
NI657195,1,1
NI656826,1,1
NI657173,1,1
NI657205,1,1
NI656565,1,1
NI657256,1,1
NI657150,1,1
NI657213,2,2
NI656765,1,1
NI657366,1,1
NI657171,1,1
NI657392,1,1
NI657283,3,3
NI657218,1,1
NI656037,1,1
NI657174,1,1
NI657217,2,1
NI657331,1,1
NI657374,1,1
NI657479,2,2
NI656152,1,1
NI654591,3,3
NI656245,2,1
NI656695,1,1
NI656701,2,2
NI656722,1,1
NI656693,1,1
NI656703,1,1
NI656258,1,1
NI656696,5,1
NI656697,1,1
NI656312,1,1
NI656694,6,6
NI656457,1,1
NI656530,1,1
NI656692,1,1
NI656552,1,1
NI656724,1,1
NI656746,1,1
NI656702,1,1
NI655259,6,1
NI655449,1,1
NI655532,1,1
NI655308,1,1
NI655530,1,1
NI655312,1,1
NI655323,1,1
NI656093,1,1
NI655310,1,1
NI655350,1,1
NI656080,3,1
NI656085,2,2
NI655322,1,1
NI656124,1,1
NI656121,3,3
NI654989,1,1
NI656753,1,1
NI654875,2,2
NI654984,2,2
NI656751,1,1
NI656545,1,1
NI656772,1,1
NI654995,2,2
NI655534,2,2
NI656125,1,1
NI654914,3,3
NI654948,1,1
NI654998,2,2
NI655571,1,1
NI654986,1,1
NI656777,1,1
NI656505,1,1
NI656600,1,1
NI654846,1,1
NI654934,1,1
NI655118,1,1
NI655119,1,1
NI655620,2,2
NI656754,1,1
NI656128,1,1
NI654938,2,2
NI655120,1,1
NI655124,1,1
NI656486,1,1
NI656214,2,2
NI656686,1,1
NI654868,2,2
NI656756,1,1
NI656787,1,1
NI656993,2,2
NI656385,2,1
NI656396,2,1
NI656533,2,1
NI656792,1,1
NI657588,3,3
NI656012,2,2
NI657072,1,1
NI657117,1,1
NI657484,0,0
NI657592,1,1
NI657475,1,1
NI656848,2,2
NI657077,1,1
NI657579,2,1
NI657961,1,1
NI657604,1,1
NI656015,1,1
NI657972,2,1
NI657863,2,1
NI657363,1,1
NI657872,2,2
NI656046,1,1
NI657611,1,1
NI657657,2,2
NI656045,3,3
NI657603,2,2
NI657971,1,1
NI656019,1,1
NI656174,1,1
NI656180,1,1
NI657645,2,2
NI657833,2,2
NI657305,1,0
NI657653,1,1
NI657957,2,2
NI656068,1,1
NI657649,1,1
NI657654,1,1
NI657655,2,2
NI657362,1,1
NI656051,2,2
NI656960,1,0
NI658011,3,3
NI656283,1,1
NI656360,1,1
NI657394,1,1
NI657731,2,2
NI658004,2,2
NI657675,1,1
NI657997,1,1
NI657983,1,1
NI656287,1,1
NI656280,4,1
NI656579,1,1
NI657377,1,1
NI657489,1,1
NI657688,2,2
NI656282,1,1
NI658001,1,1
NI656284,1,1
NI657526,1,1
NI656954,1,1
NI657666,1,1
NI657676,3,3
NI657725,1,1
NI658007,2,2
NI656347,2,2
NI656578,2,1
NI657488,1,1
NI657490,1,0
NI657979,1,1
NI656985,1,1
NI657517,1,1
NI657537,1,1
NI657292,2,2
NI657354,1,1
NI655565,1,1
NI657519,1,1
NI657323,1,1
NI657549,1,1
NI657319,1,1
NI657341,1,1
NI657393,1,1
NI657536,2,2
NI655712,1,1
NI655818,3,1
NI657723,1,1
NI655888,1,1
NI656437,1,1
NI656572,2,2
NI656929,1,1
NI656997,4,1
OC421638,2,2
OC421801,5,4
OC422522,2,2
OC422549,5,5
OC422575,4,4
OC422580,2,2
OC421998,2,0
OC422136,3,2
OC422523,3,3
OC422713,4,2
OC421785,4,3
OC421813,5,5
OC421817,3,1
OC422852,3,3
OC423081,5,4
OC422414,2,2
OC421738,2,2
OC421870,2,2
OC423072,2,2
OC422611,3,3
OC422460,2,2
OC423152,2,2
OC422264,2,2
OC422401,2,2
OC420939,2,2
OC422754,2,1
OC421917,3,3
OC422157,4,3
OC423008,4,4
OC423069,2,2
OC421628,2,2
OC423150,4,2
OC421644,2,2
OC421655,3,3
OC421656,2,2
OC421659,2,2
OC423061,2,2
OC421881,2,2
OC422169,2,1
OC422142,2,2
OC421773,2,2
OC423083,8,8
OC423124,4,2
OC421640,4,2
OC422137,2,2
OC422755,7,7
OC421683,8,3
OC421961,4,0
OC422739,2,2
OC421692,3,3
OC421883,2,2
OC421993,2,2
OC423018,2,2
OC422406,2,2
OC421643,4,4
OC422893,2,2
OC423157,2,2
OC422537,2,2
OC422720,3,2
OC422221,2,2
OC422781,3,3
OC422632,2,2
OC421937,2,2
OC422886,2,2
OC423158,3,2
OC422634,2,2
OC422700,2,2
OC422199,3,3
OC422823,2,2
OC423046,6,6
OC422234,2,2
OC422574,2,2
OC422791,2,2
OC422314,2,2
OC422175,2,2
OC422355,3,3
OC422783,4,4
OC423566,2,2
OC422095,2,2
OC423719,2,2
OC422899,4,4
OC422816,2,2
OC422356,3,0
OC422359,2,2
OC422392,2,2
OC423347,2,2
OC421851,4,2
OC422003,3,1
OC422306,3,3
OC422222,2,2
OC423452,2,2
OC423502,3,2
OC422013,2,2
OC423005,2,2
OC423500,4,2
OC423741,2,2
OC423825,2,2
OC423491,2,2
OC423498,3,3
OC422733,4,4
OC422424,2,2
OC422308,3,3
OC422219,3,3
OC423501,2,2
OC422771,6,6
OC422649,2,2
OC421842,2,2
OC422391,4,3
OC423295,2,2
OC422096,4,4
OC422143,4,4
OC422374,2,2
OC423848,2,2
OC422598,3,2
OC422425,2,2
OC422337,2,2
OC423285,2,2
OC423242,2,2
OC423851,2,2
OC423844,2,2
OC422366,2,2
OC422602,2,2
OC422675,2,2
OC423290,2,2
OC423298,2,2
OC422551,2,2
OC422364,2,2
OC423283,4,4
OC423834,2,2
OC423291,2,2
OC423316,2,2
OC422586,2,2
OC422596,2,2
OC422685,3,2
OC423233,2,2
OC423286,2,2
OC423853,2,2
OC423867,2,2
OC423923,4,2
OC423423,2,2
OC423472,2,2
OC423257,2,2
OC423299,4,4
OC423310,2,2
OC423422,2,2
OC424116,2,1
OC422472,2,2
OC423253,2,2
OC422474,2,2
OC423426,2,2
OC422470,3,3
OC423412,2,2
OC422531,2,1
OC423539,2,2
OC423482,3,2
OC422643,2,2
OC423603,2,2
OC422628,2,2
OC422707,2,1
OC423392,2,2
OC423474,2,2
OC422526,2,2
OC422627,3,2
OC423569,5,2
OC423477,2,2
OC423593,2,2
OC423518,2,2
OC423475,2,2
OC423478,2,2
OC423506,2,2
OC422736,2,2
OC423409,2,2
OC423399,2,2
OC423485,2,2
OC422618,2,2
OC423541,3,3
OC422850,3,2
OC422967,10,2
OC424159,4,4
OC422980,2,2
OC424220,2,2
OC423687,2,2
OC423694,3,3
OC423774,3,3
OC424235,2,2
OC423685,4,2
OC423689,4,4
OC423126,2,2
OC423619,2,2
OC423730,2,2
OC423773,2,2
OC423777,2,2
OC423368,2,2
OC422914,2,2
OC423180,2,2
OC422956,2,2
OC424170,3,3
OC424224,3,3
OC424240,2,2
OC423507,2,2
11951779,3,1
11983460,1,1
11989494,2,2
11935762,1,1
11972130,4,2
11884752,6,2
11937194,2,1
11986098,1,1
11963512,1,1
11932714,1,1
11960023,1,1
11844896,1,1
11927804,1,1
11949669,1,1
11988656,1,1
11953461,2,1
11929843,2,2
11922941,1,1
11942191,1,1
11945494,1,1
11923073,1,1
11861305,3,1
11930134,2,1
11970647,1,1
11977845,2,2
11841256,1,1
11950661,2,2
11949197,1,1
11982005,2,2
11951086,3,1
11923692,1,1
11987435,3,1
11851642,1,1
11978006,2,1
11944899,2,2
11989587,2,2
11973890,3,1
11964971,2,1
11981027,1,1
11972499,2,1
11974831,2,2
11992064,5,0
11943221,1,1
11962486,2,1
11984302,4,1
11988977,2,1
11878503,2,0
11935773,2,2
11991328,1,1
11984552,1,1
11930913,1,0
11862268,1,1
11935433,1,1
11943130,1,1
11986209,3,1
11940462,1,0
11932046,2,1
11959805,4,1
11973424,1,1
11989135,2,1
11925416,2,1
11948590,1,1
11878456,4,1
11927450,2,2
11973469,1,1
11960446,2,1
11954590,1,1
11968239,1,1
11934003,2,0
11935148,1,1
11967116,1,1
11985314,2,2
11978447,1,1
11988761,1,0
11917943,2,1
11963090,3,1
11966140,2,1
11968127,2,2
11933125,1,1
11940653,1,1
11853177,2,2
11924371,1,1
11956401,1,1
11829253,1,1
11941994,1,1
NI662272,2,2
11752370,1,1
SC649723,2,2
11799069,1,1
11821132,1,1
11760127,1,1
11753240,1,1
11806121,1,1
11803377,2,2
11823646,1,1
11810892,2,2
11771760,1,1
11813231,1,1
11765808,1,1
11770698,1,1
11786920,1,1
11776410,1,1
11790111,2,2
11786296,1,0
11774185,1,1
11764531,2,1
11780619,1,1
