company_number,name,nationality,sic_codes,nationality_normalized,nationality_clean,sic_code,sic_2,industry
16378959,"CAMPBELL, Iain Stewart",Australian,"['63110', '72190']",australian,australian,63110,63,Information & Communication
16378959,"CLARK, Peter John, Dr",British,"['63110', '72190']",british,british,63110,63,Information & Communication
16378959,"SNODGRASS, Helen",British,"['63110', '72190']",british,british,63110,63,Information & Communication
16378959,"SNODGRASS, Patrick Nigel",British,"['63110', '72190']",british,british,63110,63,Information & Communication
16378959,"WATTS, Harry David",British,"['63110', '72190']",british,british,63110,63,Information & Communication
16289745,"SQUIBB, Sarah",British,"['01430', '01629']",british,british,01430,01,Agriculture & Mining
14216216,"FAYED, Camilla Karina",British,['01500'],british,british,01500,01,Agriculture & Mining
FC009863,"HERZOG VON OLDENBURG, Friedrick August Wilhelm Christian Ernest",German,,german,german,,,Other
FC009863,"HERZOG VON OLDENBURG, Peter Friedrick August Max",German,,german,german,,,Other
07410439,"MIDDLETON, Laura",British,['93290'],british,british,93290,93,Other
07410439,"MIDDLETON, Robert William",British,['93290'],british,british,93290,93,Other
01926828,"ALLEN, Nick Graham",British,['82990'],british,british,82990,82,Other
01926828,"CALDWELL, Kenneth Mathieson",British,['82990'],british,british,82990,82,Other
01926828,"INAMDAR, Amar",British,['82990'],british,british,82990,82,Other
01926828,"JAY, François",French,['82990'],french,french,82990,82,Other
01926828,"MARKS, Julian David",British,['82990'],british,british,82990,82,Other
01926828,"MILLER SMITH, Caroline Maisie",British,['82990'],british,british,82990,82,Other
01926828,"NGIGE, Jane",Kenyan,['82990'],kenyan,kenyan,82990,82,Other
01926828,"ONYANGO, Anna Olivia Akinyi",Kenyan,['82990'],kenyan,kenyan,82990,82,Other
01926828,"PICKARD, Keith William",British,['82990'],british,british,82990,82,Other
01926828,"UNWIN, Vicky",British,['82990'],british,british,82990,82,Other
01926828,"BATCHELAR, Judith Margaret",British,['82990'],british,british,82990,82,Other
01926828,"BATTERS, Minette",British,['82990'],british,british,82990,82,Other
01926828,"BONDE NIELSEN, Jan",Danish,['82990'],danish,danish,82990,82,Other
01926828,"BOODLE, Camilla Jane",British,['82990'],british,british,82990,82,Other
01926828,"BOUGHTON, Henry George",British,['82990'],british,british,82990,82,Other
01926828,"BOWDEN, Mark Rainer",British,['82990'],british,british,82990,82,Other
01926828,"BRERETON, Colin Ian",British,['82990'],british,british,82990,82,Other
01926828,"BROWN, Serena Marie",British,['82990'],british,british,82990,82,Other
01926828,"BROWNING, Robert John",British,['82990'],british,british,82990,82,Other
01926828,"CAINE, Michael, Sir",British,['82990'],british,british,82990,82,Other
01926828,"CHAMBERLAIN, Denis John",British,['82990'],british,british,82990,82,Other
01926828,"CHIRWA, Ephraim Wadonda, Professor",Malawian,['82990'],malawian,malawian,82990,82,Other
01926828,"CLAY, Edward John, Dr",British,['82990'],british,british,82990,82,Other
01926828,"COLLINSON, Michael Porter, Doctor",British,['82990'],british,british,82990,82,Other
09359340,"COLLISON, Daniel David Standish",British,['99999'],british,british,99999,99,Other
09359340,"PICKARD, Keith William",British,['99999'],british,british,99999,99,Other
09359340,"ALLEN, Nicholas Graham",British,['99999'],british,british,99999,99,Other
09359340,"BRERETON, Colin",British,['99999'],british,british,99999,99,Other
09359340,"CLAYTON, Jenny Natasha",British,['99999'],british,british,99999,99,Other
09359340,"HARRIS, Nigel Richard",British,['99999'],british,british,99999,99,Other
09359340,"MACDONALD, Richard Auld",British,['99999'],british,british,99999,99,Other
09359340,"MOUNARD, Nicolas Jean Louis",French,['99999'],french,french,99999,99,Other
09359340,"SAXTON, Mike Paul",British,['99999'],british,british,99999,99,Other
09359340,"SHAW, John",British,['99999'],british,british,99999,99,Other
07401279,"COLLISON, Daniel David Standish",British,['99999'],british,british,99999,99,Other
07401279,"BONDE NIELSEN, Jan",Danish,['99999'],danish,danish,99999,99,Other
07401279,"CLAYTON, Jenny Natasha",British,['99999'],british,british,99999,99,Other
07401279,"EVANS, Martin Charles",British,['99999'],british,british,99999,99,Other
07401279,"HARRIS, Nigel Richard",British,['99999'],british,british,99999,99,Other
07401279,"MACDONALD, Richard Auld",British,['99999'],british,british,99999,99,Other
07401279,"NGINI, Carey Muriithi",Kenyan,['99999'],kenyan,kenyan,99999,99,Other
07401279,"PEACOCK, Christabel Phyllis, Dr",British,['99999'],british,british,99999,99,Other
07401279,"SAXTON, Michael Paul",British,['99999'],british,british,99999,99,Other
07401279,"SHAW, John",British,['99999'],british,british,99999,99,Other
07401279,"WILLIAMS, Timothy Olalekan, Dr",Nigerian,['99999'],nigerian,nigerian,99999,99,Other
07401279,"YOUNG, John Todd",British,['99999'],british,british,99999,99,Other
07398449,"COLLISON, Daniel David Standish",British,"['18129', '70210', '82990']",british,british,18129,18,Manufacturing
07398449,"PICKARD, Keith William",British,"['18129', '70210', '82990']",british,british,18129,18,Manufacturing
07398449,"ALLEN, Nicholas Graham",British,"['18129', '70210', '82990']",british,british,18129,18,Manufacturing
07398449,"CLAYTON, Jenny Natasha",British,"['18129', '70210', '82990']",british,british,18129,18,Manufacturing
07398449,"LACKMANN, Richard Anton",British,"['18129', '70210', '82990']",british,british,18129,18,Manufacturing
07398449,"SAXTON, Michael Paul",British,"['18129', '70210', '82990']",british,british,18129,18,Manufacturing
07398449,"SHAW, John",British,"['18129', '70210', '82990']",british,british,18129,18,Manufacturing
07398449,"TOTTERDELL, Giles Alexander",British,"['18129', '70210', '82990']",british,british,18129,18,Manufacturing
16563219,"MOORE, Dean Thomas",British,['68100'],british,british,68100,68,Real Estate
16563219,"MOORE, Tracey",British,['68100'],british,british,68100,68,Real Estate
02742403,"MAIN, Adrian",British,['68209'],british,british,68209,68,Real Estate
02742403,"MAIN, Gordon David Huxley",British,['68209'],british,british,68209,68,Real Estate
02742403,"LILWALL, Robin Walter",British,['68209'],british,british,68209,68,Real Estate
06013019,"BRACEGIRDLE, Mark Stephen",British,['64999'],british,british,64999,64,Finance
16072274,"HODSON, Nicholas Christopher Robert",British,['79901'],british,british,79901,79,Other
06393213,"KRUSE, Alastair George",British,['82990'],british,british,82990,82,Other
06393213,"KRUSE, Charles Lawrence",British,['82990'],british,british,82990,82,Other
06393213,"BADMAN, Keith",British,['82990'],british,british,82990,82,Other
06393213,"BADMAN, Melissa",British,['82990'],british,british,82990,82,Other
13229570,"HANCOCK, David Arthur, Mr.",English,['70229'],english,british,70229,70,Professional Services
SC738152,"SORRIE, John Alexander",British,['70229'],british,british,70229,70,Professional Services
16833890,"ANWAR, Shahid",British,"['46900', '81100']",british,british,46900,46,Retail
SC832474,"BANNERMAN, Tom",Scottish,['56210'],scottish,british,56210,56,Other
SC832474,"MUNRO, Annie Rose Jennifer",Scottish,['56210'],scottish,british,56210,56,Other
13445719,"CAPSTICK, Brian John",British,['55201'],british,british,55201,55,Other
16978967,"EDWARDS, Emily Georgia",British,"['46610', '47910']",british,british,46610,46,Retail
16978967,"MAGNANI-ELLIS, Gabriella",British,"['46610', '47910']",british,british,46610,46,Retail
13276296,"TEMPLE, Sara Marie",British,['01490'],british,british,01490,01,Agriculture & Mining
16455965,"HATCH, Peter",British,['45200'],british,british,45200,45,Retail
16455965,"HORN, Edward",British,['45200'],british,british,45200,45,Retail
16455965,"MURRAY, Gareth Jason",British,['45200'],british,british,45200,45,Retail
16455965,"BOUNDY, Adam John",British,['45200'],british,british,45200,45,Retail
15275127,"ALDERMAN, Billie Louise",British,['56102'],british,british,56102,56,Other
15275127,"HEGGADON, William Archie",British,['56102'],british,british,56102,56,Other
SC801933,"GOLDIN, Kathryn Elisabeth",American,['10390'],american,american,10390,10,Manufacturing
SC801933,"PATTINSON, Lucy Ann",British,['10390'],british,british,10390,10,Manufacturing
12264710,"PICKSTON, David",English,['88100'],english,british,88100,88,Other
SC864174,"MACDONALD, Gary Donald",British,['46610'],british,british,46610,46,Retail
SC864174,"PRATT, Andrew James",British,['46610'],british,british,46610,46,Retail
11908565,"GODRICH, Mark",British,['46610'],british,british,46610,46,Retail
11908565,"MCTURK, Chris",British,['46610'],british,british,46610,46,Retail
SC677694,"MACDONALD, Gary Donald",British,['23630'],british,british,23630,23,Manufacturing
SC677694,"MACDONALD, Stephen James",British,['23630'],british,british,23630,23,Manufacturing
17077233,"SOHAIL, Muhammad",Pakistani,"['56102', '56103']",pakistani,pakistani,56102,56,Other
15624050,"HALL, Jamie",British,['56101'],british,british,56101,56,Other
15624050,"ROTHERHAM, Mariel Aileen",British,['56101'],british,british,56101,56,Other
04446479,"BAKER, Jonathan Ralph",British,['81300'],british,british,81300,81,Other
04446479,"BAKER, Lorraine Ann",British,['81300'],british,british,81300,81,Other
11705545,"SORABJEE, Oscar",British,['47789'],british,british,47789,47,Retail
11705545,"SORABJEE-JONES, Anna Louise",British,['47789'],british,british,47789,47,Retail
11705545,"HODGSON-JONES, Amanda Jane",British,['47789'],british,british,47789,47,Retail
11705545,"HODGSON-JONES, John Alister",British,['47789'],british,british,47789,47,Retail
02513826,"BUTTERLY, Kieran",Irish,['46140'],irish,irish,46140,46,Retail
02513826,"BUTTERLY, Paul",Irish,['46140'],irish,irish,46140,46,Retail
02513826,"BUTTERLY, Eileen",Irish,['46140'],irish,irish,46140,46,Retail
02513826,"BUTTERLY, Kieran",Irish,['46140'],irish,irish,46140,46,Retail
02513826,"BUTTERLY, Patrick",American,['46140'],american,american,46140,46,Retail
04867686,"MORRIS, Neil William",British,['45400'],british,british,45400,45,Retail
05067861,"ADLER, Anthony James",British,['65120'],british,british,65120,65,Finance
05067861,"DAVEY, Johann Nathan",British,['65120'],british,british,65120,65,Finance
05067861,"GOODMAN, Paul John Patrick",British,['65120'],british,british,65120,65,Finance
05067861,"ALWAY, Alexander Douglas",British,['65120'],british,british,65120,65,Finance
05067861,"CLEMENTS, John William",British,['65120'],british,british,65120,65,Finance
05067861,"MORGAN, Roger Martin Llewellyn",British,['65120'],british,british,65120,65,Finance
05067861,"THOMSETT, Neil Allan",British,['65120'],british,british,65120,65,Finance
05641337,"HEATHCOTE, Trevor Lewis",British,['99999'],british,british,99999,99,Other
05641337,"HEATHCOTE, June Dorothy",British,['99999'],british,british,99999,99,Other
09689664,"FAULKNER, Robert",British,['99999'],british,british,99999,99,Other
09961628,"CHAMBERLAIN, Spencer Walter",British,['56101'],british,british,56101,56,Other
09961628,"MACGREGOR, Phillip James Harper",British,['56101'],british,british,56101,56,Other
SC033283,"JACK, Simon William",British,['96090'],british,british,96090,96,Other
SC033283,"MACKAY, Sarah Marion",British,['96090'],british,british,96090,96,Other
SC033283,"JACK, Andrew William",British,['96090'],british,british,96090,96,Other
SC033283,"JACK, Fiona Mary",British,['96090'],british,british,96090,96,Other
SC033283,"JACK, Neil Simon",British,['96090'],british,british,96090,96,Other
SC033283,"JACK, Neil Simon",British,['96090'],british,british,96090,96,Other
SC033283,"JACK, Stuart Angus",British,['96090'],british,british,96090,96,Other
SC033283,"JACK, Stuart Angus",British,['96090'],british,british,96090,96,Other
05473689,"GOUDIE, Andrew",British,['43290'],british,british,43290,43,Construction
05473689,"GOUDIE, Thomas Andrew",British,['43290'],british,british,43290,43,Construction
05473689,"THOMAS, Andrew",British,['43290'],british,british,43290,43,Construction
05473689,"WESTWOOD, Richard Guy",British,['43290'],british,british,43290,43,Construction
04512207,"DONALD, Craig",British,['43999'],british,british,43999,43,Construction
04512207,"DONALD, Marlene June",British,['43999'],british,british,43999,43,Construction
04512207,"DONALD, Nigel",British,['43999'],british,british,43999,43,Construction
04512207,"DONALD, Martin Richard",British,['43999'],british,british,43999,43,Construction
02583804,"DOWNIE, Alasdair Iain",British,"['02400', '81300']",british,british,02400,02,Agriculture & Mining
02583804,"DOWNIE, Harold Leslie",British,"['02400', '81300']",british,british,02400,02,Agriculture & Mining
02583804,"SMITH, Fiona Lesley",British,"['02400', '81300']",british,british,02400,02,Agriculture & Mining
04352416,"VARLEY, Anthony",British,['47789'],british,british,47789,47,Retail
04352416,"CALLAGHAN, Alan",British,['47789'],british,british,47789,47,Retail
04352416,"SIMPSON, Ian",British,['47789'],british,british,47789,47,Retail
04352416,"VARLEY, Alan James",British,['47789'],british,british,47789,47,Retail
08880864,"MORGAN, John Edward",British,['99999'],british,british,99999,99,Other
03716795,"PENKETH, Paul Andrew",British,['47789'],british,british,47789,47,Retail
03716795,"PRITCHARD, Sion Michael",British,['47789'],british,british,47789,47,Retail
03716795,"ANDERSON, John Victor Ronald",British,['47789'],british,british,47789,47,Retail
03716795,"EVANS, Lewis Jones",British,['47789'],british,british,47789,47,Retail
03716795,"JONES, Bethan",British,['47789'],british,british,47789,47,Retail
03716795,"LEWIS, Catrin",Welsh,['47789'],welsh,british,47789,47,Retail
03716795,"LEWIS, Gwenan",British,['47789'],british,british,47789,47,Retail
03716795,"LEWIS, Gwyn Stobart",Welsh,['47789'],welsh,british,47789,47,Retail
03716795,"LEWIS, Heledd Angharad",Welsh,['47789'],welsh,british,47789,47,Retail
03716795,"LEWIS, Nia Teleri",British,['47789'],british,british,47789,47,Retail
03716795,"ROBERTS, David Gareth",British,['47789'],british,british,47789,47,Retail
03716795,"WEBB, Kathryn Ann",British,['47789'],british,british,47789,47,Retail
03716795,"YOUNG, Derek Harcourt Peter",British,['47789'],british,british,47789,47,Retail
NI681652,"O'BOYLE, Barry",Irish,['46610'],irish,irish,46610,46,Retail
NI681652,"O'BOYLE, Francis Joseph",Irish,['46610'],irish,irish,46610,46,Retail
03759828,"DANIELS, Diana",British,['70229'],british,british,70229,70,Professional Services
03759828,"DANIELS, Andrew George",British,['70229'],british,british,70229,70,Professional Services
03759828,"WEBB, James Alexander Spencer",British,['70229'],british,british,70229,70,Professional Services
09985529,"YOUNG, Jonathan James",British,['74909'],british,british,74909,74,Professional Services
15748431,"VALAYIL JOSEPH, Mary Dhilara",Indian,['47990'],indian,indian,47990,47,Retail
15748431,"SOMASUNDARAM, Sukanya",Indian,['47990'],indian,indian,47990,47,Retail
15507498,"KILBEY, Andrew",British,['46190'],british,british,46190,46,Retail
15507498,"KILBEY, Lionel",British,['46190'],british,british,46190,46,Retail
15507498,"KILBEY, Malcolm, Mr ",British,['46190'],british,british,46190,46,Retail
15507498,"KILBEY, Nelson",British,['46190'],british,british,46190,46,Retail
15507498,"NEWTON, John Andrew",British,['46190'],british,british,46190,46,Retail
11053850,"BOTTOMLEY, Sarah",British,"['01500', '49410']",british,british,01500,01,Agriculture & Mining
15721163,"DAWSON, Michele",English,"['46342', '46370']",english,british,46342,46,Retail
16215841,"FOWLER, Adam",Australian,['47990'],australian,australian,47990,47,Retail
16215841,"GLEESON, Toby",Australian,['47990'],australian,australian,47990,47,Retail
11680260,"LUCAS, Amanda Jane",British,['70229'],british,british,70229,70,Professional Services
09346009,"CUNNINGHAM, Thomas Samuel",British,['35110'],british,british,35110,35,Energy
09346009,"LÓPEZ-PINTO, Jaime Victoriano",Spanish,['35110'],spanish,spanish,35110,35,Energy
09346009,"BURGESS, Benjamin Michael",British,['35110'],british,british,35110,35,Energy
09346009,"DYER, Jeremy Grahame",British,['35110'],british,british,35110,35,Energy
09346009,"KRAEMER, Roger Siegfried Alexander",German,['35110'],german,german,35110,35,Energy
09346009,"PATRICK, Suzanne",British,['35110'],british,british,35110,35,Energy
09346009,"WALKER, Adam Davey",British,['35110'],british,british,35110,35,Energy
09346009,"WIELKOPOLSKA, Elizabeth Alice  Zoe",British,['35110'],british,british,35110,35,Energy
09346009,"WIELKOPOLSKI, Solomon George",British,['35110'],british,british,35110,35,Energy
14339967,"LISLE, Daniel Robert",British,['99999'],british,british,99999,99,Other
14339967,"RYAN, Eamonn Francis",British,['99999'],british,british,99999,99,Other
14339967,"EMERY, Justin Moody Nicholas",British,['99999'],british,british,99999,99,Other
14339967,"HORWOOD, Daniel Anthony",British,['99999'],british,british,99999,99,Other
16483104,"CALLADINE, Kelly",British,['46450'],british,british,46450,46,Retail
14461819,"HOWE, Robert",British,"['74901', '75000']",british,british,74901,74,Professional Services
NI660870,"BRADLEY, Ian Samuel",British,"['33120', '33140']",british,british,33120,33,Other
NI660870,"MCFARLAND, Reuben Armour",British,"['33120', '33140']",british,british,33120,33,Other
15993966,"CUINGNET, Thomas Stephane Nathan",French,['64209'],french,french,64209,64,Finance
15993966,"KNELL, Peter Gerard",British,['64209'],british,british,64209,64,Finance
15993966,"MCALLISTER, Malcolm Glen",British,['64209'],british,british,64209,64,Finance
03021968,"ANDERSON, John Fergus",British,"['46110', '46610']",british,british,46110,46,Retail
03021968,"MARSHALL, Diana Jane",British,"['46110', '46610']",british,british,46110,46,Retail
10704812,"HOOD, Anthony",British,['56102'],british,british,56102,56,Other
10704812,"HOOD, Rosanna",British,['56102'],british,british,56102,56,Other
16027304,"HODGSON, Fergus Nathaniel",British,['47290'],british,british,47290,47,Retail
16960458,"ABDELGHANY, Hossam Ali Hassan",Egyptian,"['46310', '47210', '47240', '47250']",egyptian,egyptian,46310,46,Retail
16941099,"PORTER, Gareth George",British,"['41201', '41202', '43999', '46730']",british,british,41201,41,Construction
12127231,"MCGREGOR, Francis Peter",British,['43999'],british,british,43999,43,Construction
SC304327,"HUSTON, Richard",British,['68310'],british,british,68310,68,Real Estate
SC304327,"LANE, Sophie Elizabeth",British,['68310'],british,british,68310,68,Real Estate
09126419,"HOWE, John Alan Cecil",British,['47220'],british,british,47220,47,Retail
13214076,"HODGSON, Harry Christopher",British,['62090'],british,british,62090,62,Information & Communication
13214076,"VAUGHAN, Nicholas Derek",British,['62090'],british,british,62090,62,Information & Communication
16186240,"ALDRED, Christopher",British,['56101'],british,british,56101,56,Other
16186240,"GODFREY, Alexander James Harris",British,['56101'],british,british,56101,56,Other
16186240,"GODFREY, Richard James Harris",British,['56101'],british,british,56101,56,Other
16186240,"STEVENS, Alexander",British,['56101'],british,british,56101,56,Other
16589664,"BAKHTIARI, Seyed Hossein",British,['56101'],british,british,56101,56,Other
16589664,"MARZA, Venus, Dr",Iranian,['56101'],iranian,iranian,56101,56,Other
11693903,"OPREA, Daniel-Gabriel",Romanian,['56103'],romanian,romanian,56103,56,Other
11693903,"HYSENI, Dorjan",British,['56103'],british,british,56103,56,Other
11693903,"HYSENI, Dorjan",British,['56103'],british,british,56103,56,Other
11693903,"HYSENI, Fadil Bajram",British,['56103'],british,british,56103,56,Other
NI684500,"QUINN, Michael","Irish,British","['01130', '10390', '70229']","irish,british",irish,01130,01,Agriculture & Mining
SC698555,"MCCREATH, Michael Harry",British,['99999'],british,british,99999,99,Other
11381925,"SMITH, Jonathan Michael",British,['01610'],british,british,01610,01,Agriculture & Mining
NI695884,"BELL, Roger John Mckinstry",British,['72190'],british,british,72190,72,Professional Services
NI695884,"CASEMENT, Patrick John","British,Irish",['72190'],"british,irish",british,72190,72,Professional Services
NI695884,"EGERTON, John William",British,['72190'],british,british,72190,72,Professional Services
NI695884,"GILLILAND, John William David, Professor",British,['72190'],british,british,72190,72,Professional Services
NI695884,"HARBISON, Hugh Robert",British,['72190'],british,british,72190,72,Professional Services
NI695884,"MCCLELLAND, Ian Raymond",British,['72190'],british,british,72190,72,Professional Services
NI695884,"RANKIN, Jason Robert",British,['72190'],british,british,72190,72,Professional Services
05692232,"REA, Steven Charles",British,['82990'],british,british,82990,82,Other
05692232,"TURCK, Nicholas William",British,['82990'],british,british,82990,82,Other
05692232,"TURCK, Sarah Elizabeth",British,['82990'],british,british,82990,82,Other
16205550,"KHAN, Safiullah",British,['56210'],british,british,56210,56,Other
16205550,"DAWLATZAI, Mirwais Khan",Afghan,['56210'],afghan,afghan,56210,56,Other
NI015012,"HUNNIFORD, William Wesley Robin",British,['46750'],british,british,46750,46,Retail
NI015012,"HUNNIFORD, Eileen",British,['46750'],british,british,46750,46,Retail
NI015012,"HUNNIFORD, Wesley Robin",British,['46750'],british,british,46750,46,Retail
16757489,"DAS, Gunes",Turkish,['56102'],turkish,turkish,56102,56,Other
13153580,"LOVELL, Ashley",British,['96090'],british,british,96090,96,Other
13153580,"WARDHAUGH, Charles",British,['96090'],british,british,96090,96,Other
12450694,"COUGHLAN, Stuart John",British,['98000'],british,british,98000,98,Other
12450694,"CRUSH, Martin George",British,['98000'],british,british,98000,98,Other
12450694,"FISHER, Gail",British,['98000'],british,british,98000,98,Other
12450694,"KIRBY, Anthony Paul",British,['98000'],british,british,98000,98,Other
12450694,"MORTON, Sharon Doreen Jane",British,['98000'],british,british,98000,98,Other
12450694,"NGO, Wai Keung",Hong Konger,['98000'],hong konger,hong konger,98000,98,Other
12450694,"FOWLE, Duncan Leslie",British,['98000'],british,british,98000,98,Other
12450694,"GOODWIN, David Peter",British,['98000'],british,british,98000,98,Other
07650404,"BRADING, Tania Alison",British,['85600'],british,british,85600,85,Other
07650404,"GLOVER, George Elliot",British,['85600'],british,british,85600,85,Other
07650404,"BAILEY, Carol",British,['85600'],british,british,85600,85,Other
NI650196,"MCDONALD, Karen",Irish,['73110'],irish,irish,73110,73,Professional Services
NI650196,"MCDONALD, Oliver",Irish,['73110'],irish,irish,73110,73,Professional Services
NI650196,"MCDONALD, Patrick",Irish,['73110'],irish,irish,73110,73,Professional Services
15692051,"LOMAS, Karen Louise",British,"['64999', '74901', '85590']",british,british,64999,64,Finance
10797062,"BREAKS, Joanne Marie",British,['82990'],british,british,82990,82,Other
10797062,"BREAKS, Ian Bennett",British,['82990'],british,british,82990,82,Other
10797062,"BREAKS, Ian",British,['82990'],british,british,82990,82,Other
10797062,"BREAKS, Joanne Marie",British,['82990'],british,british,82990,82,Other
16699868,"HART, Robin Frances",English,['69203'],english,british,69203,69,Professional Services
16699868,"MERSON, Philip Martin Alexander",English,['69203'],english,british,69203,69,Professional Services
16699868,"PASSMORE, David Dee",English,['69203'],english,british,69203,69,Professional Services
16166003,"GOPU, Naresh Reddy",Indian,"['56103', '56210', '56290']",indian,indian,56103,56,Other
07716692,"EVANS, Deborah Julie",British,['74909'],british,british,74909,74,Professional Services
07716692,"KNOWLES, Christopher Robert",British,['74909'],british,british,74909,74,Professional Services
07716692,"THOMAS, Richard",British,['74909'],british,british,74909,74,Professional Services
07716692,"BONE, Stephen Colin",British,['74909'],british,british,74909,74,Professional Services
07716692,"JAMES, Peter Wearne",British,['74909'],british,british,74909,74,Professional Services
07716692,"THOMAS, Archelaus Jeffrey",British,['74909'],british,british,74909,74,Professional Services
07175600,"COHEN, Michael George",British,['74990'],british,british,74990,74,Professional Services
07175600,"RITBLAT, James William Jeremy",British,['74990'],british,british,74990,74,Professional Services
07175600,"WAGMAN, Colin Barry",British,['74990'],british,british,74990,74,Professional Services
07175547,"COHEN, Michael George",British,['01500'],british,british,01500,01,Agriculture & Mining
07175547,"RITBLAT, James William Jeremy",British,['01500'],british,british,01500,01,Agriculture & Mining
07175547,"WAGMAN, Colin Barry",British,['01500'],british,british,01500,01,Agriculture & Mining
07175567,"COHEN, Michael George",British,['74990'],british,british,74990,74,Professional Services
07175567,"RITBLAT, James William Jeremy",British,['74990'],british,british,74990,74,Professional Services
07175567,"WAGMAN, Colin Barry",British,['74990'],british,british,74990,74,Professional Services
16713956,"BEATY, Kevin Michael",British,['98000'],british,british,98000,98,Other
11165026,"MUIR, Alastair Stuart",British,['99999'],british,british,99999,99,Other
16597142,"ALLEN, Barbara Winifred",British,['55900'],british,british,55900,55,Other
16597142,"ALLEN, Daniel",British,['55900'],british,british,55900,55,Other
16597142,"ALLEN, John Richard",British,['55900'],british,british,55900,55,Other
16597142,"ALLEN, Tina",British,['55900'],british,british,55900,55,Other
10553822,"MURRAY, Paul",British,['99999'],british,british,99999,99,Other
03781342,"SHORT, Anthony Gosford",British,['68209'],british,british,68209,68,Real Estate
03781342,"COLEMEADOW, Alan Don",British,['68209'],british,british,68209,68,Real Estate
03781342,"FOX, Vicki",British,['68209'],british,british,68209,68,Real Estate
03781342,"KELLY, Susan",British,['68209'],british,british,68209,68,Real Estate
03781342,"MEYER, Kevin",British,['68209'],british,british,68209,68,Real Estate
03781342,"PARTRIDGE, Caroline",British,['68209'],british,british,68209,68,Real Estate
03781342,"READ, Michael John",British,['68209'],british,british,68209,68,Real Estate
03169203,"JONES, Peter Michael Dominic",British,['98000'],british,british,98000,98,Other
03169203,"MATTHEWS, Rodney Gordon",British,['98000'],british,british,98000,98,Other
03169203,"PRIESTLEY, John Maxwell",British,['98000'],british,british,98000,98,Other
03169203,"PRITCHARD, Trevor Nicholas William",British,['98000'],british,british,98000,98,Other
03169203,"CONWAY, David Martin",British,['98000'],british,british,98000,98,Other
03169203,"EAVES, Deidre Ann",British,['98000'],british,british,98000,98,Other
03169203,"TAYLOR, Roy Lawrence",British,['98000'],british,british,98000,98,Other
06406863,"BEDDALL, Elizabeth Lamorna",British,['98000'],british,british,98000,98,Other
06406863,"DRAYTON, Roger Evan",British,['98000'],british,british,98000,98,Other
06406863,"LODGE, Carolyn Dianne",British,['98000'],british,british,98000,98,Other
06406863,"CHARMAN, John Anthony",British,['98000'],british,british,98000,98,Other
06406863,"FRIEND, Mary",British,['98000'],british,british,98000,98,Other
06406863,"FROST, Alan Edward",British,['98000'],british,british,98000,98,Other
06406863,"FROST, Sheila",British,['98000'],british,british,98000,98,Other
06406863,"GREEN, Kevin Wheatley",British,['98000'],british,british,98000,98,Other
06406863,"PHILLIPS, Michael John William",British,['98000'],british,british,98000,98,Other
04487946,"BRICE, Eileen Frances",British,['98000'],british,british,98000,98,Other
04487946,"DAVIES, Alexander",British,['98000'],british,british,98000,98,Other
04487946,"GRIFFIN, Michael George",British,['98000'],british,british,98000,98,Other
04487946,"MILLARD, Mary",British,['98000'],british,british,98000,98,Other
04487946,"COULING, Nicholas Patrick",British,['98000'],british,british,98000,98,Other
04487946,"GORDON, Alison Geraldine",British,['98000'],british,british,98000,98,Other
04487946,"HOLT, Karen Margaret",British,['98000'],british,british,98000,98,Other
04487946,"LAWES, David Tom",British,['98000'],british,british,98000,98,Other
04487946,"SNAITH, Beryl",British,['98000'],british,british,98000,98,Other
04487946,"SNAITH, Douglas Herbert",British,['98000'],british,british,98000,98,Other
04487946,"TURNER, Roger Thomas",British,['98000'],british,british,98000,98,Other
04487946,"TURNER, Susan",British,['98000'],british,british,98000,98,Other
12075794,"BRAKE, Brian",British,"['59111', '62012', '63110', '69202']",british,british,59111,59,Information & Communication
15041333,"STUCKEY, Stuart Alan",Australian,"['65110', '65120', '65201', '65202']",australian,australian,65110,65,Finance
03640180,"STUCKEY, Stuart Alan",Australian,"['65120', '65202']",australian,australian,65120,65,Finance
03640180,"TOTTMAN, Mark John",British,"['65120', '65202']",british,british,65120,65,Finance
03640180,"BROCKWAY, Darren John",British,"['65120', '65202']",british,british,65120,65,Finance
03640180,"BROCKWAY, Olivia Toni",British,"['65120', '65202']",british,british,65120,65,Finance
03640180,"CANT, David Antony",British,"['65120', '65202']",british,british,65120,65,Finance
03640180,"HANBURY, Nigel John",British,"['65120', '65202']",british,british,65120,65,Finance
03640180,"MAIER, Robert Walter",Canadian,"['65120', '65202']",canadian,canadian,65120,65,Finance
03640180,"TUSON, Keith David",British,"['65120', '65202']",british,british,65120,65,Finance
05242028,"STUCKEY, Stuart Alan",Australian,['82990'],australian,australian,82990,82,Other
05242028,"TOTTMAN, Mark John",British,['82990'],british,british,82990,82,Other
05242028,"DUGUID, Adam Matthew",British,['82990'],british,british,82990,82,Other
05242028,"DUGUID, Ronald Matthew",British,['82990'],british,british,82990,82,Other
08704723,"STUCKEY, Stuart Alan",Australian,['01430'],australian,australian,01430,01,Agriculture & Mining
08379581,"GREEN, Helen Clare",British,['73110'],british,british,73110,73,Professional Services
08379581,"STUART, James Ian",British,['73110'],british,british,73110,73,Professional Services
08379581,"STUART, Tracey Elaine",British,['73110'],british,british,73110,73,Professional Services
